time,memorability
1,0.7569721341133118
2,0.7562370896339417
3,0.7322366237640381
4,0.6735608577728271
5,0.7301120758056641
6,0.7700402736663818
7,0.8320460319519043
8,0.7607068419456482
9,0.7256211042404175
10,0.7430185675621033
11,0.6851804852485657
12,0.8058320879936218
13,0.7843352556228638
14,0.7287179827690125
15,0.8330192565917969
16,0.8174061179161072
17,0.8001803159713745
18,0.7086315155029297
19,0.7387425303459167
20,0.6567063331604004
21,0.7412303686141968
22,0.7941790223121643
23,0.6893260478973389
24,0.7742228507995605
25,0.7624077200889587
26,0.7898476719856262
27,0.7323305010795593
28,0.663598358631134
29,0.8123730421066284
30,0.7287390232086182
31,0.7685170769691467
32,0.8626711964607239
33,0.8871031403541565
34,0.8480842113494873
35,0.6046039462089539
36,0.6071827411651611
37,0.5781221389770508
38,0.6533088088035583
39,0.8107595443725586
40,0.8189218640327454
41,0.8174260258674622
42,0.7845696806907654
43,0.6508468985557556
44,0.6499904990196228
45,0.7480030655860901
46,0.6802858114242554
47,0.7957449555397034
48,0.7931661605834961
49,0.7832650542259216
50,0.8752639293670654
51,0.7984493374824524
52,0.7549738883972168
53,0.7055284976959229
54,0.6709833145141602
55,0.8031918406486511
56,0.663827121257782
57,0.9076958298683167
58,0.8980685472488403
59,0.9185160994529724
60,0.8781072497367859
61,0.9043583869934082
62,0.8741870522499084
63,0.9482287168502808
64,0.899009644985199
65,0.9232118129730225
66,0.8782516121864319
67,0.7707595825195312
68,0.7761490941047668
69,0.8936304450035095
70,0.8877856731414795
71,0.7251471877098083
72,0.6349227428436279
73,0.9120873808860779
74,0.8591084480285645
75,0.9156981110572815
76,0.8242993950843811
77,0.8141717910766602
78,0.7893301844596863
79,0.857783854007721
80,0.7897281646728516
81,0.61714768409729
82,0.6233498454093933
83,0.8478527665138245
84,0.8140918016433716
85,0.8363178372383118
86,0.7006112933158875
87,0.6400917172431946
88,0.6584983468055725
89,0.6403706073760986
90,0.6585179567337036
91,0.68358314037323
92,0.6703383326530457
93,0.7330403923988342
94,0.7458113431930542
95,0.7972897887229919
96,0.7963132858276367
97,0.49757978320121765
98,0.754150390625
99,0.6266277432441711
100,0.8431292176246643
101,0.7981808185577393
102,0.8292325735092163
103,0.9273160696029663
104,0.897526741027832
105,0.8849070072174072
106,0.8135678172111511
107,0.866532564163208
108,0.8829662799835205
109,0.8487731218338013
110,0.8600605130195618
111,0.7226863503456116
112,0.7217520475387573
113,0.7513895034790039
114,0.8268224596977234
115,0.7562070488929749
116,0.6688835620880127
117,0.7633498311042786
118,0.7471301555633545
119,0.8144721388816833
120,0.7760263085365295
121,0.8108099102973938
122,0.7621925473213196
123,0.7394218444824219
124,0.7983254790306091
125,0.7504987120628357
126,0.7717145085334778
127,0.8197752833366394
128,0.8231614828109741
129,0.8457944393157959
130,0.8532416820526123
131,0.7616803646087646
132,0.7126131653785706
133,0.6597569584846497
134,0.676593542098999
135,0.6840206384658813
136,0.6915753483772278
137,0.6347417235374451
138,0.6294824481010437
139,0.7007003426551819
140,0.7506592869758606
141,0.7660132050514221
142,0.7127498984336853
143,0.7420362234115601
144,0.6564843058586121
145,0.7015902400016785
146,0.6126301884651184
147,0.6576452255249023
148,0.7097133994102478
149,0.6202725768089294
150,0.658139705657959
151,0.6529399752616882
152,0.620427668094635
153,0.6120532751083374
154,0.4623163342475891
155,0.6131892800331116
156,0.6253890991210938
157,0.6334425806999207
158,0.6788758039474487
159,0.7030227780342102
160,0.6780678629875183
161,0.6346644759178162
162,0.6116489768028259
163,0.5560782551765442
164,0.5639004707336426
165,0.5498830080032349
166,0.6010938286781311
167,0.5907264947891235
168,0.6063623428344727
169,0.5794099569320679
170,0.5505208373069763
171,0.5520841479301453
172,0.5472070574760437
173,0.6110506057739258
174,0.5907164216041565
175,0.5513885021209717
176,0.6093634963035583
177,0.6733695268630981
178,0.6703993678092957
179,0.7106195688247681
180,0.7207686305046082
