"subid"	"condition"	"grain"	"movName"	"clipNo"	"bpTime.series"
"2271"	"61582"	"Uninterrupted"	"c"	"iron"	1	514.546
"2272"	"61582"	"Uninterrupted"	"c"	"iron"	1	528.866
"2273"	"61582"	"Uninterrupted"	"c"	"iron"	1	586.838
"2274"	"61582"	"Uninterrupted"	"c"	"corn"	1	15.467
"2275"	"61582"	"Uninterrupted"	"c"	"corn"	1	85.903
"2276"	"61582"	"Uninterrupted"	"c"	"corn"	1	109.721
"2277"	"61582"	"Uninterrupted"	"c"	"corn"	1	149.037
"2278"	"61582"	"Uninterrupted"	"c"	"corn"	1	230.568
"2279"	"61582"	"Uninterrupted"	"c"	"corn"	1	250.672
"2280"	"61582"	"Uninterrupted"	"c"	"corn"	1	292.15
"2281"	"61582"	"Uninterrupted"	"c"	"corn"	1	310.422
"2282"	"61582"	"Uninterrupted"	"c"	"corn"	1	365.413
"2283"	"61582"	"Uninterrupted"	"c"	"corn"	1	376.848
"2284"	"61582"	"Uninterrupted"	"c"	"corn"	1	393.496
"2285"	"61582"	"Uninterrupted"	"c"	"corn"	1	414.161
"2286"	"61582"	"Uninterrupted"	"c"	"corn"	1	447.503
"2287"	"61582"	"Uninterrupted"	"c"	"corn"	1	468.989
"2288"	"61582"	"Uninterrupted"	"c"	"corn"	1	493.801
"2289"	"61582"	"Uninterrupted"	"c"	"corn"	1	542.977
"2290"	"61582"	"Uninterrupted"	"c"	"corn"	1	548.62
"2291"	"62293"	"Uninterrupted"	"c"	"prac"	1	17.495
"2292"	"62293"	"Uninterrupted"	"c"	"prac"	1	23.626
"2293"	"62293"	"Uninterrupted"	"c"	"prac"	1	28.689
"2294"	"62293"	"Uninterrupted"	"c"	"prac"	1	32.179
"2295"	"62293"	"Uninterrupted"	"c"	"prac"	1	36.165
"2296"	"62293"	"Uninterrupted"	"c"	"prac"	1	49.203
"2297"	"62293"	"Uninterrupted"	"c"	"prac"	1	58.5320000000001
"2298"	"62293"	"Uninterrupted"	"c"	"prac"	1	67.946
"2299"	"62293"	"Uninterrupted"	"c"	"prac"	1	89.482
"2300"	"62293"	"Uninterrupted"	"c"	"prac"	1	29.1
"2301"	"62293"	"Uninterrupted"	"c"	"prac"	1	47.184
"2302"	"62293"	"Uninterrupted"	"c"	"prac"	1	63.446
"2303"	"62293"	"Uninterrupted"	"c"	"prac"	1	81.115
"2304"	"62293"	"Uninterrupted"	"c"	"corn"	1	25.056
"2305"	"62293"	"Uninterrupted"	"c"	"corn"	1	74.706
"2306"	"62293"	"Uninterrupted"	"c"	"corn"	1	104.033
"2307"	"62293"	"Uninterrupted"	"c"	"corn"	1	150.245
"2308"	"62293"	"Uninterrupted"	"c"	"corn"	1	182.103
"2309"	"62293"	"Uninterrupted"	"c"	"corn"	1	208.645
"2310"	"62293"	"Uninterrupted"	"c"	"corn"	1	285.567
"2311"	"62293"	"Uninterrupted"	"c"	"corn"	1	301.863
"2312"	"62293"	"Uninterrupted"	"c"	"corn"	1	386.391
"2313"	"62293"	"Uninterrupted"	"c"	"corn"	1	413.063
"2314"	"62293"	"Uninterrupted"	"c"	"corn"	1	522.51
"2315"	"62293"	"Uninterrupted"	"c"	"corn"	1	539.444
"2316"	"62293"	"Uninterrupted"	"c"	"iron"	1	29.721
"2317"	"62293"	"Uninterrupted"	"c"	"iron"	1	35.47
"2318"	"62293"	"Uninterrupted"	"c"	"iron"	1	53.401
"2319"	"62293"	"Uninterrupted"	"c"	"iron"	1	69.667
"2320"	"62293"	"Uninterrupted"	"c"	"iron"	1	97.568
"2321"	"62293"	"Uninterrupted"	"c"	"iron"	1	101.632
"2322"	"62293"	"Uninterrupted"	"c"	"iron"	1	202.458
"2323"	"62293"	"Uninterrupted"	"c"	"iron"	1	215.106
"2324"	"62293"	"Uninterrupted"	"c"	"iron"	1	225.463
"2325"	"62293"	"Uninterrupted"	"c"	"iron"	1	241.195
"2326"	"62293"	"Uninterrupted"	"c"	"iron"	1	288.959
"2327"	"62293"	"Uninterrupted"	"c"	"iron"	1	302.602
"2328"	"62293"	"Uninterrupted"	"c"	"iron"	1	316.167
"2329"	"62293"	"Uninterrupted"	"c"	"iron"	1	336.906
"2330"	"62293"	"Uninterrupted"	"c"	"iron"	1	385.377
"2331"	"62293"	"Uninterrupted"	"c"	"iron"	1	392.51
"2332"	"62293"	"Uninterrupted"	"c"	"iron"	1	425.061
"2333"	"62293"	"Uninterrupted"	"c"	"iron"	1	440.856
"2334"	"62293"	"Uninterrupted"	"c"	"iron"	1	461.715
"2335"	"62293"	"Uninterrupted"	"c"	"iron"	1	476.844
"2336"	"62293"	"Uninterrupted"	"c"	"iron"	1	512.696
"2337"	"62293"	"Uninterrupted"	"c"	"iron"	1	519.059
"2338"	"62293"	"Uninterrupted"	"c"	"iron"	1	570.681
"2339"	"62293"	"Uninterrupted"	"c"	"iron"	1	578.804
"2340"	"62374"	"Uninterrupted"	"c"	"prac"	1	3.03710000000894
"2341"	"62374"	"Uninterrupted"	"c"	"prac"	1	28.0586000000089
"2342"	"62374"	"Uninterrupted"	"c"	"prac"	1	50.2838000000119
"2343"	"62374"	"Uninterrupted"	"c"	"prac"	1	79.014400000006
"2344"	"62374"	"Uninterrupted"	"c"	"prac"	1	83.662400000006
"2345"	"62374"	"Uninterrupted"	"c"	"iron"	1	23.9515
"2346"	"62374"	"Uninterrupted"	"c"	"iron"	1	105.930700000003
"2347"	"62374"	"Uninterrupted"	"c"	"iron"	1	135.301099999994
"2348"	"62374"	"Uninterrupted"	"c"	"iron"	1	185.745400000006
"2349"	"62374"	"Uninterrupted"	"c"	"iron"	1	274.910200000003
"2350"	"62374"	"Uninterrupted"	"c"	"iron"	1	336.595400000006
"2351"	"62374"	"Uninterrupted"	"c"	"iron"	1	444.792200000003
"2352"	"62374"	"Uninterrupted"	"c"	"iron"	1	507.946700000003
"2353"	"62374"	"Uninterrupted"	"c"	"iron"	1	516.901799999997
"2354"	"62374"	"Uninterrupted"	"c"	"iron"	1	573.3755
"2355"	"62374"	"Uninterrupted"	"c"	"corn"	1	0.93679999999702
"2356"	"62374"	"Uninterrupted"	"c"	"corn"	1	37.514099999994
"2357"	"62374"	"Uninterrupted"	"c"	"corn"	1	38.6003999999911
"2358"	"62374"	"Uninterrupted"	"c"	"corn"	1	123.593399999991
"2359"	"62374"	"Uninterrupted"	"c"	"corn"	1	309.2045
"2360"	"62374"	"Uninterrupted"	"c"	"corn"	1	332.109700000003
"2361"	"62374"	"Uninterrupted"	"c"	"corn"	1	410.103399999991
"2362"	"62494"	"Uninterrupted"	"f"	"prac"	1	5.7745
"2363"	"62494"	"Uninterrupted"	"f"	"prac"	1	13.4296999999881
"2364"	"62494"	"Uninterrupted"	"f"	"prac"	1	19.4003000000119
"2365"	"62494"	"Uninterrupted"	"f"	"prac"	1	24.214
"2366"	"62494"	"Uninterrupted"	"f"	"prac"	1	29.8889000000358
"2367"	"62494"	"Uninterrupted"	"f"	"prac"	1	33.8731999999881
"2368"	"62494"	"Uninterrupted"	"f"	"prac"	1	41.292
"2369"	"62494"	"Uninterrupted"	"f"	"prac"	1	45.6484000000358
"2370"	"62494"	"Uninterrupted"	"f"	"prac"	1	48.8428000000119
"2371"	"62494"	"Uninterrupted"	"f"	"prac"	1	76.8673000000119
"2372"	"62494"	"Uninterrupted"	"f"	"prac"	1	85.8808000000119
"2373"	"62494"	"Uninterrupted"	"f"	"prac"	1	5.06740000003576
"2374"	"62494"	"Uninterrupted"	"f"	"prac"	1	7.78919999998808
"2375"	"62494"	"Uninterrupted"	"f"	"prac"	1	12.0599000000358
"2376"	"62494"	"Uninterrupted"	"f"	"prac"	1	14.8801000000238
"2377"	"62494"	"Uninterrupted"	"f"	"prac"	1	17.9608000000119
"2378"	"62494"	"Uninterrupted"	"f"	"prac"	1	21.162
"2379"	"62494"	"Uninterrupted"	"f"	"prac"	1	23.6731000000238
"2380"	"62494"	"Uninterrupted"	"f"	"prac"	1	28.6003000000119
"2381"	"62494"	"Uninterrupted"	"f"	"prac"	1	33.4608000000119
"2382"	"62494"	"Uninterrupted"	"f"	"prac"	1	40.592
"2383"	"62494"	"Uninterrupted"	"f"	"prac"	1	45.0324000000358
"2384"	"62494"	"Uninterrupted"	"f"	"prac"	1	47.8953000000119
"2385"	"62494"	"Uninterrupted"	"f"	"prac"	1	52.5908000000119
"2386"	"62494"	"Uninterrupted"	"f"	"prac"	1	58.2154000000358
"2387"	"62494"	"Uninterrupted"	"f"	"prac"	1	64.7653000000119
"2388"	"62494"	"Uninterrupted"	"f"	"prac"	1	71.4206999999881
"2389"	"62494"	"Uninterrupted"	"f"	"prac"	1	76.603
"2390"	"62494"	"Uninterrupted"	"f"	"prac"	1	80.8765
"2391"	"62494"	"Uninterrupted"	"f"	"prac"	1	86.8086000000238
"2392"	"62494"	"Uninterrupted"	"f"	"prac"	1	90.8645
"2393"	"62494"	"Uninterrupted"	"f"	"corn"	1	2.48240000003576
"2394"	"62494"	"Uninterrupted"	"f"	"corn"	1	3.96860000002384
"2395"	"62494"	"Uninterrupted"	"f"	"corn"	1	5.9925
"2396"	"62494"	"Uninterrupted"	"f"	"corn"	1	7.77030000001192
"2397"	"62494"	"Uninterrupted"	"f"	"corn"	1	9.53230000001192
"2398"	"62494"	"Uninterrupted"	"f"	"corn"	1	10.6657000000477
"2399"	"62494"	"Uninterrupted"	"f"	"corn"	1	12.288
"2400"	"62494"	"Uninterrupted"	"f"	"corn"	1	13.9243000000119
"2401"	"62494"	"Uninterrupted"	"f"	"corn"	1	15.4422000000477
"2402"	"62494"	"Uninterrupted"	"f"	"corn"	1	17.0517000000477
"2403"	"62494"	"Uninterrupted"	"f"	"corn"	1	18.5775
"2404"	"62494"	"Uninterrupted"	"f"	"corn"	1	25.4835
"2405"	"62494"	"Uninterrupted"	"f"	"corn"	1	32.8129000000358
"2406"	"62494"	"Uninterrupted"	"f"	"corn"	1	39.0884000000358
"2407"	"62494"	"Uninterrupted"	"f"	"corn"	1	41.7599000000358
"2408"	"62494"	"Uninterrupted"	"f"	"corn"	1	52.7381000000238
"2409"	"62494"	"Uninterrupted"	"f"	"corn"	1	57.8471000000238
"2410"	"62494"	"Uninterrupted"	"f"	"corn"	1	64.3753000000119
"2411"	"62494"	"Uninterrupted"	"f"	"corn"	1	70.255
"2412"	"62494"	"Uninterrupted"	"f"	"corn"	1	75.9198000000119
"2413"	"62494"	"Uninterrupted"	"f"	"corn"	1	87.8833000000119
"2414"	"62494"	"Uninterrupted"	"f"	"corn"	1	91.7513000000119
"2415"	"62494"	"Uninterrupted"	"f"	"corn"	1	98.1831000000238
"2416"	"62494"	"Uninterrupted"	"f"	"corn"	1	105.608900000036
"2417"	"62494"	"Uninterrupted"	"f"	"corn"	1	112.359
"2418"	"62494"	"Uninterrupted"	"f"	"corn"	1	116.739
"2419"	"62494"	"Uninterrupted"	"f"	"corn"	1	122.555
"2420"	"62494"	"Uninterrupted"	"f"	"corn"	1	141.894400000036
"2421"	"62494"	"Uninterrupted"	"f"	"corn"	1	148.708800000012
"2422"	"62494"	"Uninterrupted"	"f"	"corn"	1	156.382400000036
"2423"	"62494"	"Uninterrupted"	"f"	"corn"	1	161.641400000036
"2424"	"62494"	"Uninterrupted"	"f"	"corn"	1	162.714
"2425"	"62494"	"Uninterrupted"	"f"	"corn"	1	168.329
"2426"	"62494"	"Uninterrupted"	"f"	"corn"	1	173.768200000048
"2427"	"62494"	"Uninterrupted"	"f"	"corn"	1	180.480200000048
"2428"	"62494"	"Uninterrupted"	"f"	"corn"	1	184.888700000048
"2429"	"62494"	"Uninterrupted"	"f"	"corn"	1	191.289700000048
"2430"	"62494"	"Uninterrupted"	"f"	"corn"	1	197.554100000024
"2431"	"62494"	"Uninterrupted"	"f"	"corn"	1	204.721400000036
"2432"	"62494"	"Uninterrupted"	"f"	"corn"	1	210.341
"2433"	"62494"	"Uninterrupted"	"f"	"corn"	1	217.169300000012
"2434"	"62494"	"Uninterrupted"	"f"	"corn"	1	221.896300000012
"2435"	"62494"	"Uninterrupted"	"f"	"corn"	1	231.707600000024
"2436"	"62494"	"Uninterrupted"	"f"	"corn"	1	239.5495
"2437"	"62494"	"Uninterrupted"	"f"	"corn"	1	247.864
"2438"	"62494"	"Uninterrupted"	"f"	"corn"	1	255.0575
"2439"	"62494"	"Uninterrupted"	"f"	"corn"	1	270.617100000024
"2440"	"62494"	"Uninterrupted"	"f"	"corn"	1	276.9655
"2441"	"62494"	"Uninterrupted"	"f"	"corn"	1	282.225600000024
"2442"	"62494"	"Uninterrupted"	"f"	"corn"	1	286.483100000024
"2443"	"62494"	"Uninterrupted"	"f"	"corn"	1	291.030700000048
"2444"	"62494"	"Uninterrupted"	"f"	"corn"	1	293.677
"2445"	"62494"	"Uninterrupted"	"f"	"corn"	1	297.391800000012
"2446"	"62494"	"Uninterrupted"	"f"	"corn"	1	307.682700000048
"2447"	"62494"	"Uninterrupted"	"f"	"corn"	1	315.879300000012
"2448"	"62494"	"Uninterrupted"	"f"	"corn"	1	320.763400000036
"2449"	"62494"	"Uninterrupted"	"f"	"corn"	1	326.4125
"2450"	"62494"	"Uninterrupted"	"f"	"corn"	1	331.801200000048
"2451"	"62494"	"Uninterrupted"	"f"	"corn"	1	339.6345
"2452"	"62494"	"Uninterrupted"	"f"	"corn"	1	347.269300000012
"2453"	"62494"	"Uninterrupted"	"f"	"corn"	1	351.539900000036
"2454"	"62494"	"Uninterrupted"	"f"	"corn"	1	359.717300000012
"2455"	"62494"	"Uninterrupted"	"f"	"corn"	1	364.306
"2456"	"62494"	"Uninterrupted"	"f"	"corn"	1	380.679300000012
"2457"	"62494"	"Uninterrupted"	"f"	"corn"	1	391.498400000036
"2458"	"62494"	"Uninterrupted"	"f"	"corn"	1	400.4
"2459"	"62494"	"Uninterrupted"	"f"	"corn"	1	409.1115
"2460"	"62494"	"Uninterrupted"	"f"	"corn"	1	412.140100000024
"2461"	"62494"	"Uninterrupted"	"f"	"corn"	1	418.626400000036
"2462"	"62494"	"Uninterrupted"	"f"	"corn"	1	431.508700000048
"2463"	"62494"	"Uninterrupted"	"f"	"corn"	1	432.921100000024
"2464"	"62494"	"Uninterrupted"	"f"	"corn"	1	434.826
"2465"	"62494"	"Uninterrupted"	"f"	"corn"	1	438.453400000036
"2466"	"62494"	"Uninterrupted"	"f"	"corn"	1	442.979800000012
"2467"	"62494"	"Uninterrupted"	"f"	"corn"	1	450.675
"2468"	"62494"	"Uninterrupted"	"f"	"corn"	1	453.946200000048
"2469"	"62494"	"Uninterrupted"	"f"	"corn"	1	460.244400000036
"2470"	"62494"	"Uninterrupted"	"f"	"corn"	1	468.961300000012
"2471"	"62494"	"Uninterrupted"	"f"	"corn"	1	477.229200000048
"2472"	"62494"	"Uninterrupted"	"f"	"corn"	1	479.7715
"2473"	"62494"	"Uninterrupted"	"f"	"corn"	1	482.7495
"2474"	"62494"	"Uninterrupted"	"f"	"corn"	1	485.431200000048
"2475"	"62494"	"Uninterrupted"	"f"	"corn"	1	494.186700000048
"2476"	"62494"	"Uninterrupted"	"f"	"corn"	1	506.789900000036
"2477"	"62494"	"Uninterrupted"	"f"	"corn"	1	511.317700000048
"2478"	"62494"	"Uninterrupted"	"f"	"corn"	1	515.4135
"2479"	"62494"	"Uninterrupted"	"f"	"corn"	1	522.622100000024
"2480"	"62494"	"Uninterrupted"	"f"	"corn"	1	529.305700000048
"2481"	"62494"	"Uninterrupted"	"f"	"corn"	1	533.010900000036
"2482"	"62494"	"Uninterrupted"	"f"	"corn"	1	538.042700000048
"2483"	"62494"	"Uninterrupted"	"f"	"corn"	1	540.9865
"2484"	"62494"	"Uninterrupted"	"f"	"corn"	1	547.090600000024
"2485"	"62494"	"Uninterrupted"	"f"	"corn"	1	551.285300000012
"2486"	"62494"	"Uninterrupted"	"f"	"corn"	1	555.625300000012
"2487"	"62494"	"Uninterrupted"	"f"	"corn"	1	560.024200000048
"2488"	"62494"	"Uninterrupted"	"f"	"corn"	1	562.443300000012
"2489"	"62494"	"Uninterrupted"	"f"	"corn"	1	563.742400000036
"2490"	"62494"	"Uninterrupted"	"f"	"iron"	1	6.596
"2491"	"62494"	"Uninterrupted"	"f"	"iron"	1	8.20059999996424
"2492"	"62494"	"Uninterrupted"	"f"	"iron"	1	9.76439999997616
"2493"	"62494"	"Uninterrupted"	"f"	"iron"	1	11.7965999999642
"2494"	"62494"	"Uninterrupted"	"f"	"iron"	1	12.798
"2495"	"62494"	"Uninterrupted"	"f"	"iron"	1	14.3823999999762
"2496"	"62494"	"Uninterrupted"	"f"	"iron"	1	18.115
"2497"	"62494"	"Uninterrupted"	"f"	"iron"	1	20.5228999999762
"2498"	"62494"	"Uninterrupted"	"f"	"iron"	1	21.6945
"2499"	"62494"	"Uninterrupted"	"f"	"iron"	1	24.8718000000119
"2500"	"62494"	"Uninterrupted"	"f"	"iron"	1	27.5765
"2501"	"62494"	"Uninterrupted"	"f"	"iron"	1	32.8215999999642
"2502"	"62494"	"Uninterrupted"	"f"	"iron"	1	35.3115999999642
"2503"	"62494"	"Uninterrupted"	"f"	"iron"	1	38.1
"2504"	"62494"	"Uninterrupted"	"f"	"iron"	1	45.4498999999762
"2505"	"62494"	"Uninterrupted"	"f"	"iron"	1	48.7118000000119
"2506"	"62494"	"Uninterrupted"	"f"	"iron"	1	52.1935
"2507"	"62494"	"Uninterrupted"	"f"	"iron"	1	54.7618999999762
"2508"	"62494"	"Uninterrupted"	"f"	"iron"	1	57.9803000000119
"2509"	"62494"	"Uninterrupted"	"f"	"iron"	1	61.8793999999762
"2510"	"62494"	"Uninterrupted"	"f"	"iron"	1	64.8008999999762
"2511"	"62494"	"Uninterrupted"	"f"	"iron"	1	67.2805
"2512"	"62494"	"Uninterrupted"	"f"	"iron"	1	68.8273999999762
"2513"	"62494"	"Uninterrupted"	"f"	"iron"	1	70.7386999999881
"2514"	"62494"	"Uninterrupted"	"f"	"iron"	1	73.2575999999642
"2515"	"62494"	"Uninterrupted"	"f"	"iron"	1	78.2455999999642
"2516"	"62494"	"Uninterrupted"	"f"	"iron"	1	81.539
"2517"	"62494"	"Uninterrupted"	"f"	"iron"	1	84.6571999999881
"2518"	"62494"	"Uninterrupted"	"f"	"iron"	1	87.9438999999762
"2519"	"62494"	"Uninterrupted"	"f"	"iron"	1	91.2010999999642
"2520"	"62494"	"Uninterrupted"	"f"	"iron"	1	92.0838999999762
"2521"	"62494"	"Uninterrupted"	"f"	"iron"	1	93.3278999999762
"2522"	"62494"	"Uninterrupted"	"f"	"iron"	1	97.8853999999762
"2523"	"62494"	"Uninterrupted"	"f"	"iron"	1	100.5535
"2524"	"62494"	"Uninterrupted"	"f"	"iron"	1	102.461899999976
"2525"	"62494"	"Uninterrupted"	"f"	"iron"	1	103.9
"2526"	"62494"	"Uninterrupted"	"f"	"iron"	1	105.187699999988
"2527"	"62494"	"Uninterrupted"	"f"	"iron"	1	107.809699999988
"2528"	"62494"	"Uninterrupted"	"f"	"iron"	1	109.521599999964
"2529"	"62494"	"Uninterrupted"	"f"	"iron"	1	112.164300000012
"2530"	"62494"	"Uninterrupted"	"f"	"iron"	1	113.7805
"2531"	"62494"	"Uninterrupted"	"f"	"iron"	1	115.570099999964
"2532"	"62494"	"Uninterrupted"	"f"	"iron"	1	117.464800000012
"2533"	"62494"	"Uninterrupted"	"f"	"iron"	1	120.817300000012
"2534"	"62494"	"Uninterrupted"	"f"	"iron"	1	124.5315
"2535"	"62494"	"Uninterrupted"	"f"	"iron"	1	125.552099999964
"2536"	"62494"	"Uninterrupted"	"f"	"iron"	1	129.301399999976
"2537"	"62494"	"Uninterrupted"	"f"	"iron"	1	132.788300000012
"2538"	"62494"	"Uninterrupted"	"f"	"iron"	1	136.700599999964
"2539"	"62494"	"Uninterrupted"	"f"	"iron"	1	139.651899999976
"2540"	"62494"	"Uninterrupted"	"f"	"iron"	1	144.693300000012
"2541"	"62494"	"Uninterrupted"	"f"	"iron"	1	151.909599999964
"2542"	"62494"	"Uninterrupted"	"f"	"iron"	1	159.068300000012
"2543"	"62494"	"Uninterrupted"	"f"	"iron"	1	165.269
"2544"	"62494"	"Uninterrupted"	"f"	"iron"	1	167.651
"2545"	"62494"	"Uninterrupted"	"f"	"iron"	1	171.1615
"2546"	"62494"	"Uninterrupted"	"f"	"iron"	1	176.217899999976
"2547"	"62494"	"Uninterrupted"	"f"	"iron"	1	181.632899999976
"2548"	"62494"	"Uninterrupted"	"f"	"iron"	1	185.709699999988
"2549"	"62494"	"Uninterrupted"	"f"	"iron"	1	190.086199999988
"2550"	"62494"	"Uninterrupted"	"f"	"iron"	1	194.326399999976
"2551"	"62494"	"Uninterrupted"	"f"	"iron"	1	197.280800000012
"2552"	"62494"	"Uninterrupted"	"f"	"iron"	1	202.1625
"2553"	"62494"	"Uninterrupted"	"f"	"iron"	1	206.015199999988
"2554"	"62494"	"Uninterrupted"	"f"	"iron"	1	207.92
"2555"	"62494"	"Uninterrupted"	"f"	"iron"	1	211.7025
"2556"	"62494"	"Uninterrupted"	"f"	"iron"	1	215.429300000012
"2557"	"62494"	"Uninterrupted"	"f"	"iron"	1	218.549199999988
"2558"	"62494"	"Uninterrupted"	"f"	"iron"	1	221.3445
"2559"	"62494"	"Uninterrupted"	"f"	"iron"	1	227.962399999976
"2560"	"62494"	"Uninterrupted"	"f"	"iron"	1	232.666
"2561"	"62494"	"Uninterrupted"	"f"	"iron"	1	234.731899999976
"2562"	"62494"	"Uninterrupted"	"f"	"iron"	1	238.659800000012
"2563"	"62494"	"Uninterrupted"	"f"	"iron"	1	243.581599999964
"2564"	"62494"	"Uninterrupted"	"f"	"iron"	1	248.2885
"2565"	"62494"	"Uninterrupted"	"f"	"iron"	1	255.910199999988
"2566"	"62494"	"Uninterrupted"	"f"	"iron"	1	259.855099999964
"2567"	"62494"	"Uninterrupted"	"f"	"iron"	1	264.422
"2568"	"62494"	"Uninterrupted"	"f"	"iron"	1	268.377699999988
"2569"	"62494"	"Uninterrupted"	"f"	"iron"	1	270.886
"2570"	"62494"	"Uninterrupted"	"f"	"iron"	1	276.0235
"2571"	"62494"	"Uninterrupted"	"f"	"iron"	1	280.3065
"2572"	"62494"	"Uninterrupted"	"f"	"iron"	1	283.957800000012
"2573"	"62494"	"Uninterrupted"	"f"	"iron"	1	288.956800000012
"2574"	"62494"	"Uninterrupted"	"f"	"iron"	1	298.121699999988
"2575"	"62494"	"Uninterrupted"	"f"	"iron"	1	302.362899999976
"2576"	"62494"	"Uninterrupted"	"f"	"iron"	1	305.201099999964
"2577"	"62494"	"Uninterrupted"	"f"	"iron"	1	310.3745
"2578"	"62494"	"Uninterrupted"	"f"	"iron"	1	315.3015
"2579"	"62494"	"Uninterrupted"	"f"	"iron"	1	319.050599999964
"2580"	"62494"	"Uninterrupted"	"f"	"iron"	1	323.071399999976
"2581"	"62494"	"Uninterrupted"	"f"	"iron"	1	330.590899999976
"2582"	"62494"	"Uninterrupted"	"f"	"iron"	1	335.808599999964
"2583"	"62494"	"Uninterrupted"	"f"	"iron"	1	343.193
"2584"	"62494"	"Uninterrupted"	"f"	"iron"	1	346.776
"2585"	"62494"	"Uninterrupted"	"f"	"iron"	1	352.433599999964
"2586"	"62494"	"Uninterrupted"	"f"	"iron"	1	358.129599999964
"2587"	"62494"	"Uninterrupted"	"f"	"iron"	1	360.805399999976
"2588"	"62494"	"Uninterrupted"	"f"	"iron"	1	366.1855
"2589"	"62494"	"Uninterrupted"	"f"	"iron"	1	370.284
"2590"	"62494"	"Uninterrupted"	"f"	"iron"	1	377.134599999964
"2591"	"62494"	"Uninterrupted"	"f"	"iron"	1	385.407899999976
"2592"	"62494"	"Uninterrupted"	"f"	"iron"	1	389.746800000012
"2593"	"62494"	"Uninterrupted"	"f"	"iron"	1	392.959199999988
"2594"	"62494"	"Uninterrupted"	"f"	"iron"	1	397.688300000012
"2595"	"62494"	"Uninterrupted"	"f"	"iron"	1	403.752599999964
"2596"	"62494"	"Uninterrupted"	"f"	"iron"	1	409.509300000012
"2597"	"62494"	"Uninterrupted"	"f"	"iron"	1	417.223
"2598"	"62494"	"Uninterrupted"	"f"	"iron"	1	420.742300000012
"2599"	"62494"	"Uninterrupted"	"f"	"iron"	1	424.578699999988
"2600"	"62494"	"Uninterrupted"	"f"	"iron"	1	429.993199999988
"2601"	"62494"	"Uninterrupted"	"f"	"iron"	1	434.663199999988
"2602"	"62494"	"Uninterrupted"	"f"	"iron"	1	436.585699999988
"2603"	"62494"	"Uninterrupted"	"f"	"iron"	1	438.820199999988
"2604"	"62494"	"Uninterrupted"	"f"	"iron"	1	444.131099999964
"2605"	"62494"	"Uninterrupted"	"f"	"iron"	1	445.709399999976
"2606"	"62494"	"Uninterrupted"	"f"	"iron"	1	450.592899999976
"2607"	"62494"	"Uninterrupted"	"f"	"iron"	1	453.716599999964
"2608"	"62494"	"Uninterrupted"	"f"	"iron"	1	455.315699999988
"2609"	"62494"	"Uninterrupted"	"f"	"iron"	1	461.535800000012
"2610"	"62494"	"Uninterrupted"	"f"	"iron"	1	463.287199999988
"2611"	"62494"	"Uninterrupted"	"f"	"iron"	1	464.733300000012
"2612"	"62494"	"Uninterrupted"	"f"	"iron"	1	468.4095
"2613"	"62494"	"Uninterrupted"	"f"	"iron"	1	472.344800000012
"2614"	"62494"	"Uninterrupted"	"f"	"iron"	1	475.080300000012
"2615"	"62494"	"Uninterrupted"	"f"	"iron"	1	488.330800000012
"2616"	"62494"	"Uninterrupted"	"f"	"iron"	1	497.788399999976
"2617"	"62494"	"Uninterrupted"	"f"	"iron"	1	504.856800000012
"2618"	"62494"	"Uninterrupted"	"f"	"iron"	1	505.721099999964
"2619"	"62494"	"Uninterrupted"	"f"	"iron"	1	514.477800000012
"2620"	"62494"	"Uninterrupted"	"f"	"iron"	1	520.753099999964
"2621"	"62494"	"Uninterrupted"	"f"	"iron"	1	523.434
"2622"	"62494"	"Uninterrupted"	"f"	"iron"	1	528.011199999988
"2623"	"62494"	"Uninterrupted"	"f"	"iron"	1	534.199699999988
"2624"	"62494"	"Uninterrupted"	"f"	"iron"	1	538.764
"2625"	"62494"	"Uninterrupted"	"f"	"iron"	1	540.549300000012
"2626"	"62494"	"Uninterrupted"	"f"	"iron"	1	545.998699999988
"2627"	"62494"	"Uninterrupted"	"f"	"iron"	1	552.818399999976
"2628"	"62494"	"Uninterrupted"	"f"	"iron"	1	554.772399999976
"2629"	"62494"	"Uninterrupted"	"f"	"iron"	1	557.736099999964
"2630"	"62494"	"Uninterrupted"	"f"	"iron"	1	560.748199999988
"2631"	"62494"	"Uninterrupted"	"f"	"iron"	1	562.664599999964
"2632"	"62494"	"Uninterrupted"	"f"	"iron"	1	565.454
"2633"	"62494"	"Uninterrupted"	"f"	"iron"	1	570.462
"2634"	"62494"	"Uninterrupted"	"f"	"iron"	1	573.622599999964
"2635"	"62494"	"Uninterrupted"	"f"	"iron"	1	576.651800000012
"2636"	"62494"	"Uninterrupted"	"f"	"iron"	1	581.312899999976
"2637"	"62494"	"Uninterrupted"	"f"	"iron"	1	587.562699999988
"2638"	"62590"	"Uninterrupted"	"c"	"prac"	1	16.5023999999762
"2639"	"62590"	"Uninterrupted"	"c"	"prac"	1	25.3751000000238
"2640"	"62590"	"Uninterrupted"	"c"	"prac"	1	49.1133000000715
"2641"	"62590"	"Uninterrupted"	"c"	"prac"	1	89.2883000000715
"2642"	"62590"	"Uninterrupted"	"c"	"iron"	1	2.36
"2643"	"62590"	"Uninterrupted"	"c"	"iron"	1	17.1353999999762
"2644"	"62590"	"Uninterrupted"	"c"	"iron"	1	20.0917000000477
"2645"	"62590"	"Uninterrupted"	"c"	"iron"	1	31.1113999999762
