"pseudo_subid","exp_subid","exp_cond","movieName","recalled_eventNo","precision","condition","movName"
16,63229,"continuous","iron",74,0.668727427721024,"Uninterrupted","3Iron"
16,63229,"continuous","iron",69,0.704119473695755,"Uninterrupted","3Iron"
48,12,"jumbled","iron",62,0.583195298910141,"Jumbled","3Iron"
48,12,"jumbled","iron",10,0.666628777980804,"Jumbled","3Iron"
48,12,"jumbled","iron",38,0.525142926722765,"Jumbled","3Iron"
48,12,"jumbled","iron",41,0.624667018651962,"Jumbled","3Iron"
48,12,"jumbled","iron",38,0.717590808868408,"Jumbled","3Iron"
48,12,"jumbled","iron",70,0.731617972254753,"Jumbled","3Iron"
48,12,"jumbled","iron",29,0.717513859272003,"Jumbled","3Iron"
48,12,"jumbled","iron",31,0.782874017953873,"Jumbled","3Iron"
48,12,"jumbled","iron",60,0.722574681043625,"Jumbled","3Iron"
48,12,"jumbled","iron",59,0.746984750032425,"Jumbled","3Iron"
48,12,"jumbled","iron",52,0.764437973499298,"Jumbled","3Iron"
48,12,"jumbled","iron",57,0.543100416660309,"Jumbled","3Iron"
48,12,"jumbled","iron",22,0.687622874975204,"Jumbled","3Iron"
48,12,"jumbled","iron",74,0.852463871240616,"Jumbled","3Iron"
48,12,"jumbled","iron",1,0.824466437101364,"Jumbled","3Iron"
48,12,"jumbled","iron",43,0.704005271196365,"Jumbled","3Iron"
48,12,"jumbled","iron",25,0.563016787171364,"Jumbled","3Iron"
48,12,"jumbled","iron",58,0.518573945388198,"Jumbled","3Iron"
48,12,"jumbled","iron",8,0.779424428939819,"Jumbled","3Iron"
48,12,"jumbled","iron",69,0.814988136291504,"Jumbled","3Iron"
48,12,"jumbled","iron",36,0.786234796047211,"Jumbled","3Iron"
48,12,"jumbled","iron",28,0.747071236371994,"Jumbled","3Iron"
48,12,"jumbled","iron",29,0.765258133411407,"Jumbled","3Iron"
48,12,"jumbled","iron",55,0.81367701292038,"Jumbled","3Iron"
48,12,"jumbled","iron",3,0.826266348361969,"Jumbled","3Iron"
48,12,"jumbled","iron",50,0.586269907653332,"Jumbled","3Iron"
38,62374,"continuous","iron",1,0.793727457523346,"Uninterrupted","3Iron"
38,62374,"continuous","iron",22,0.577502489089966,"Uninterrupted","3Iron"
38,62374,"continuous","iron",26,0.526329228654504,"Uninterrupted","3Iron"
38,62374,"continuous","iron",31,0.730126604437828,"Uninterrupted","3Iron"
38,62374,"continuous","iron",70,0.706337779760361,"Uninterrupted","3Iron"
24,60466,"continuous","iron",1,0.841787129640579,"Uninterrupted","3Iron"
24,60466,"continuous","iron",5,0.643201231956482,"Uninterrupted","3Iron"
24,60466,"continuous","iron",6,0.710779815912247,"Uninterrupted","3Iron"
24,60466,"continuous","iron",10,0.631069898605347,"Uninterrupted","3Iron"
24,60466,"continuous","iron",34,0.683831080794334,"Uninterrupted","3Iron"
24,60466,"continuous","iron",19,0.688181415200233,"Uninterrupted","3Iron"
24,60466,"continuous","iron",22,0.605147749185562,"Uninterrupted","3Iron"
24,60466,"continuous","iron",25,0.570857167243958,"Uninterrupted","3Iron"
24,60466,"continuous","iron",26,0.611249476671219,"Uninterrupted","3Iron"
24,60466,"continuous","iron",27,0.622968047857285,"Uninterrupted","3Iron"
24,60466,"continuous","iron",35,0.634501025080681,"Uninterrupted","3Iron"
24,60466,"continuous","iron",36,0.610131055116653,"Uninterrupted","3Iron"
24,60466,"continuous","iron",31,0.673429042100906,"Uninterrupted","3Iron"
24,60466,"continuous","iron",33,0.657411277294159,"Uninterrupted","3Iron"
24,60466,"continuous","iron",37,0.819484233856201,"Uninterrupted","3Iron"
24,60466,"continuous","iron",38,0.6406539529562,"Uninterrupted","3Iron"
24,60466,"continuous","iron",41,0.690755188465118,"Uninterrupted","3Iron"
24,60466,"continuous","iron",42,0.706815734505653,"Uninterrupted","3Iron"
24,60466,"continuous","iron",49,0.505958592053503,"Uninterrupted","3Iron"
24,60466,"continuous","iron",68,0.580703780055046,"Uninterrupted","3Iron"
24,60466,"continuous","iron",58,0.721001029014587,"Uninterrupted","3Iron"
24,60466,"continuous","iron",59,0.680205658078194,"Uninterrupted","3Iron"
24,60466,"continuous","iron",70,0.630194023251534,"Uninterrupted","3Iron"
24,60466,"continuous","iron",74,0.584289140999317,"Uninterrupted","3Iron"
24,60466,"continuous","iron",62,0.658424884080887,"Uninterrupted","3Iron"
24,60466,"continuous","iron",61,0.558358293026686,"Uninterrupted","3Iron"
24,60466,"continuous","iron",52,0.715425431728363,"Uninterrupted","3Iron"
54,48334,"continuous","iron",70,0.626048892736435,"Uninterrupted","3Iron"
54,48334,"continuous","iron",36,0.782875537872314,"Uninterrupted","3Iron"
54,48334,"continuous","iron",41,0.682156562805176,"Uninterrupted","3Iron"
54,48334,"continuous","iron",22,0.647549197077751,"Uninterrupted","3Iron"
54,48334,"continuous","iron",33,0.702796697616577,"Uninterrupted","3Iron"
54,48334,"continuous","iron",39,0.627589404582977,"Uninterrupted","3Iron"
54,48334,"continuous","iron",62,0.696349114179611,"Uninterrupted","3Iron"
54,48334,"continuous","iron",42,0.735704720020294,"Uninterrupted","3Iron"
54,48334,"continuous","iron",46,0.808553397655487,"Uninterrupted","3Iron"
54,48334,"continuous","iron",39,0.688962802290916,"Uninterrupted","3Iron"
54,48334,"continuous","iron",25,0.619783163070679,"Uninterrupted","3Iron"
54,48334,"continuous","iron",32,0.632165551185608,"Uninterrupted","3Iron"
54,48334,"continuous","iron",5,0.699995711445808,"Uninterrupted","3Iron"
54,48334,"continuous","iron",57,0.556424081325531,"Uninterrupted","3Iron"
54,48334,"continuous","iron",51,0.699863374233246,"Uninterrupted","3Iron"
87,20,"jumbled","iron",41,0.706271037459373,"Jumbled","3Iron"
87,20,"jumbled","iron",9,0.719453722238541,"Jumbled","3Iron"
87,20,"jumbled","iron",10,0.820000052452087,"Jumbled","3Iron"
87,20,"jumbled","iron",9,0.834083795547485,"Jumbled","3Iron"
87,20,"jumbled","iron",26,0.674750193953514,"Jumbled","3Iron"
87,20,"jumbled","iron",42,0.801004499197006,"Jumbled","3Iron"
87,20,"jumbled","iron",43,0.743799984455109,"Jumbled","3Iron"
87,20,"jumbled","iron",49,0.629122093319893,"Jumbled","3Iron"
87,20,"jumbled","iron",62,0.640523791313171,"Jumbled","3Iron"
87,20,"jumbled","iron",60,0.709962874650955,"Jumbled","3Iron"
87,20,"jumbled","iron",59,0.814771264791489,"Jumbled","3Iron"
87,20,"jumbled","iron",60,0.648618578910828,"Jumbled","3Iron"
87,20,"jumbled","iron",1,0.817710340023041,"Jumbled","3Iron"
87,20,"jumbled","iron",2,0.841445207595825,"Jumbled","3Iron"
87,20,"jumbled","iron",33,0.766708552837372,"Jumbled","3Iron"
87,20,"jumbled","iron",5,0.582362234592438,"Jumbled","3Iron"
87,20,"jumbled","iron",43,0.786531090736389,"Jumbled","3Iron"
87,20,"jumbled","iron",61,0.699870258569717,"Jumbled","3Iron"
92,51727,"continuous","iron",1,0.784384548664093,"Uninterrupted","3Iron"
92,51727,"continuous","iron",2,0.735559642314911,"Uninterrupted","3Iron"
92,51727,"continuous","iron",3,0.69617971777916,"Uninterrupted","3Iron"
92,51727,"continuous","iron",4,0.592083230614662,"Uninterrupted","3Iron"
92,51727,"continuous","iron",6,0.714118838310242,"Uninterrupted","3Iron"
92,51727,"continuous","iron",10,0.665241301059723,"Uninterrupted","3Iron"
92,51727,"continuous","iron",34,0.604056842625141,"Uninterrupted","3Iron"
92,51727,"continuous","iron",25,0.596030116081238,"Uninterrupted","3Iron"
92,51727,"continuous","iron",26,0.580942966043949,"Uninterrupted","3Iron"
92,51727,"continuous","iron",31,0.746798902750015,"Uninterrupted","3Iron"
92,51727,"continuous","iron",36,0.758055567741394,"Uninterrupted","3Iron"
92,51727,"continuous","iron",41,0.656107515096664,"Uninterrupted","3Iron"
92,51727,"continuous","iron",42,0.719567850232124,"Uninterrupted","3Iron"
92,51727,"continuous","iron",49,0.567772336304188,"Uninterrupted","3Iron"
92,51727,"continuous","iron",58,0.54265683144331,"Uninterrupted","3Iron"
92,51727,"continuous","iron",61,0.595211744308472,"Uninterrupted","3Iron"
92,51727,"continuous","iron",63,0.675571292638779,"Uninterrupted","3Iron"
92,51727,"continuous","iron",69,0.718809261918068,"Uninterrupted","3Iron"
92,51727,"continuous","iron",70,0.638323307037354,"Uninterrupted","3Iron"
92,51727,"continuous","iron",38,0.677323430776596,"Uninterrupted","3Iron"
92,51727,"continuous","iron",52,0.73670944571495,"Uninterrupted","3Iron"
92,51727,"continuous","iron",68,0.572244167327881,"Uninterrupted","3Iron"
92,51727,"continuous","iron",46,0.793202996253967,"Uninterrupted","3Iron"
92,51727,"continuous","iron",5,0.620515182614326,"Uninterrupted","3Iron"
92,51727,"continuous","iron",74,0.688407391309738,"Uninterrupted","3Iron"
31,40,"jumbled","iron",41,0.7423435151577,"Jumbled","3Iron"
31,40,"jumbled","iron",43,0.720086067914963,"Jumbled","3Iron"
31,40,"jumbled","iron",10,0.796955943107605,"Jumbled","3Iron"
31,40,"jumbled","iron",52,0.787031084299088,"Jumbled","3Iron"
31,40,"jumbled","iron",20,0.681923419237137,"Jumbled","3Iron"
31,40,"jumbled","iron",46,0.827950060367584,"Jumbled","3Iron"
31,40,"jumbled","iron",45,0.705153167247772,"Jumbled","3Iron"
31,40,"jumbled","iron",47,0.572336830198765,"Jumbled","3Iron"
31,40,"jumbled","iron",62,0.714672386646271,"Jumbled","3Iron"
31,40,"jumbled","iron",49,0.60633485019207,"Jumbled","3Iron"
31,40,"jumbled","iron",25,0.749838560819626,"Jumbled","3Iron"
31,40,"jumbled","iron",12,0.775974631309509,"Jumbled","3Iron"
31,40,"jumbled","iron",69,0.791727781295776,"Jumbled","3Iron"
31,40,"jumbled","iron",68,0.48096901550889,"Jumbled","3Iron"
31,40,"jumbled","iron",70,0.730100184679031,"Jumbled","3Iron"
31,40,"jumbled","iron",71,0.840053975582123,"Jumbled","3Iron"
31,40,"jumbled","iron",27,0.67900750041008,"Jumbled","3Iron"
31,40,"jumbled","iron",41,0.600142627954483,"Jumbled","3Iron"
41,7,"ordered","iron",19,0.706724375486374,"Interrupted","3Iron"
41,7,"ordered","iron",22,0.617492213845253,"Interrupted","3Iron"
41,7,"ordered","iron",26,0.68117980659008,"Interrupted","3Iron"
41,7,"ordered","iron",29,0.72333137691021,"Interrupted","3Iron"
41,7,"ordered","iron",31,0.736240118741989,"Interrupted","3Iron"
41,7,"ordered","iron",32,0.683047533035278,"Interrupted","3Iron"
41,7,"ordered","iron",35,0.607839822769165,"Interrupted","3Iron"
41,7,"ordered","iron",36,0.743012621998787,"Interrupted","3Iron"
41,7,"ordered","iron",37,0.698856830596924,"Interrupted","3Iron"
41,7,"ordered","iron",33,0.723200559616089,"Interrupted","3Iron"
41,7,"ordered","iron",39,0.581592075526714,"Interrupted","3Iron"
41,7,"ordered","iron",32,0.638131007552147,"Interrupted","3Iron"
41,7,"ordered","iron",33,0.696350067853928,"Interrupted","3Iron"
41,7,"ordered","iron",41,0.605096779763699,"Interrupted","3Iron"
41,7,"ordered","iron",42,0.694533318281174,"Interrupted","3Iron"
41,7,"ordered","iron",46,0.797711372375488,"Interrupted","3Iron"
41,7,"ordered","iron",50,0.603982955217361,"Interrupted","3Iron"
41,7,"ordered","iron",51,0.587213955819607,"Interrupted","3Iron"
41,7,"ordered","iron",63,0.721339374780655,"Interrupted","3Iron"
41,7,"ordered","iron",58,0.669590622186661,"Interrupted","3Iron"
41,7,"ordered","iron",59,0.659767031669617,"Interrupted","3Iron"
