pseudo_subid,exp_cond,exp_subid,movName,lag,conditional_probability,event_condition,condition
86,Ordered,25,Corn,1,0.090909091,intact,Interrupted
86,Ordered,25,Corn,2,0.090909091,intact,Interrupted
86,Ordered,25,Corn,3,0,intact,Interrupted
86,Ordered,25,Corn,4,0.1,intact,Interrupted
86,Ordered,25,Corn,5,0.1,intact,Interrupted
86,Ordered,25,Corn,-5,0,separated,Interrupted
86,Ordered,25,Corn,-4,0,separated,Interrupted
86,Ordered,25,Corn,-3,0,separated,Interrupted
86,Ordered,25,Corn,-2,0,separated,Interrupted
86,Ordered,25,Corn,-1,0,separated,Interrupted
86,Ordered,25,Corn,1,1,separated,Interrupted
86,Ordered,25,Corn,2,0,separated,Interrupted
86,Ordered,25,Corn,3,0,separated,Interrupted
86,Ordered,25,Corn,4,0,separated,Interrupted
86,Ordered,25,Corn,5,0,separated,Interrupted
17,Full,24,Corn,-5,0,intact,Uninterrupted
17,Full,24,Corn,-4,0,intact,Uninterrupted
17,Full,24,Corn,-3,0,intact,Uninterrupted
17,Full,24,Corn,-2,0,intact,Uninterrupted
17,Full,24,Corn,-1,0,intact,Uninterrupted
17,Full,24,Corn,1,0.277777778,intact,Uninterrupted
17,Full,24,Corn,2,0.176470588,intact,Uninterrupted
17,Full,24,Corn,3,0.117647059,intact,Uninterrupted
17,Full,24,Corn,4,0,intact,Uninterrupted
17,Full,24,Corn,5,0.133333333,intact,Uninterrupted
17,Full,24,Corn,-5,0,separated,Uninterrupted
17,Full,24,Corn,-4,0,separated,Uninterrupted
17,Full,24,Corn,-3,0,separated,Uninterrupted
17,Full,24,Corn,-2,0,separated,Uninterrupted
17,Full,24,Corn,-1,0,separated,Uninterrupted
17,Full,24,Corn,1,0.5,separated,Uninterrupted
17,Full,24,Corn,2,0,separated,Uninterrupted
17,Full,24,Corn,3,0,separated,Uninterrupted
17,Full,24,Corn,4,0,separated,Uninterrupted
17,Full,24,Corn,5,0,separated,Uninterrupted
67,Full,16,Corn,-5,0,intact,Uninterrupted
67,Full,16,Corn,-4,0,intact,Uninterrupted
67,Full,16,Corn,-3,0,intact,Uninterrupted
67,Full,16,Corn,-2,0,intact,Uninterrupted
67,Full,16,Corn,-1,0,intact,Uninterrupted
67,Full,16,Corn,1,0.307692308,intact,Uninterrupted
67,Full,16,Corn,2,0.076923077,intact,Uninterrupted
67,Full,16,Corn,3,0,intact,Uninterrupted
67,Full,16,Corn,4,0.230769231,intact,Uninterrupted
67,Full,16,Corn,5,0,intact,Uninterrupted
67,Full,16,Corn,-5,0,separated,Uninterrupted
67,Full,16,Corn,-4,0,separated,Uninterrupted
67,Full,16,Corn,-3,0,separated,Uninterrupted
67,Full,16,Corn,-2,0,separated,Uninterrupted
67,Full,16,Corn,-1,0,separated,Uninterrupted
67,Full,16,Corn,1,0,separated,Uninterrupted
67,Full,16,Corn,2,0,separated,Uninterrupted
67,Full,16,Corn,3,0,separated,Uninterrupted
67,Full,16,Corn,4,0.5,separated,Uninterrupted
67,Full,16,Corn,5,0,separated,Uninterrupted
39,Full,11,Corn,-5,0,intact,Uninterrupted
39,Full,11,Corn,-4,0,intact,Uninterrupted
39,Full,11,Corn,-3,0,intact,Uninterrupted
39,Full,11,Corn,-2,0,intact,Uninterrupted
39,Full,11,Corn,-1,0,intact,Uninterrupted
39,Full,11,Corn,1,0.142857143,intact,Uninterrupted
39,Full,11,Corn,2,0.142857143,intact,Uninterrupted
39,Full,11,Corn,3,0,intact,Uninterrupted
39,Full,11,Corn,4,0,intact,Uninterrupted
39,Full,11,Corn,5,0.083333333,intact,Uninterrupted
39,Full,11,Corn,-5,0,separated,Uninterrupted
39,Full,11,Corn,-4,0,separated,Uninterrupted
39,Full,11,Corn,-3,0,separated,Uninterrupted
39,Full,11,Corn,-2,0,separated,Uninterrupted
39,Full,11,Corn,-1,0,separated,Uninterrupted
39,Full,11,Corn,1,0,separated,Uninterrupted
39,Full,11,Corn,2,0,separated,Uninterrupted
39,Full,11,Corn,3,0,separated,Uninterrupted
39,Full,11,Corn,4,0,separated,Uninterrupted
39,Full,11,Corn,5,0,separated,Uninterrupted
49,Ordered,14,Corn,-5,0,intact,Interrupted
49,Ordered,14,Corn,-4,0.0625,intact,Interrupted
49,Ordered,14,Corn,-3,0.055555556,intact,Interrupted
49,Ordered,14,Corn,-2,0,intact,Interrupted
49,Ordered,14,Corn,-1,0,intact,Interrupted
49,Ordered,14,Corn,1,0.25,intact,Interrupted
49,Ordered,14,Corn,2,0.227272727,intact,Interrupted
49,Ordered,14,Corn,3,0.083333333,intact,Interrupted
49,Ordered,14,Corn,4,0.130434783,intact,Interrupted
49,Ordered,14,Corn,5,0.043478261,intact,Interrupted
49,Ordered,14,Corn,-5,0,separated,Interrupted
49,Ordered,14,Corn,-4,0,separated,Interrupted
49,Ordered,14,Corn,-3,0,separated,Interrupted
49,Ordered,14,Corn,-2,0.2,separated,Interrupted
49,Ordered,14,Corn,-1,0,separated,Interrupted
49,Ordered,14,Corn,1,0.75,separated,Interrupted
49,Ordered,14,Corn,2,0,separated,Interrupted
49,Ordered,14,Corn,3,0,separated,Interrupted
49,Ordered,14,Corn,4,0,separated,Interrupted
49,Ordered,14,Corn,5,0,separated,Interrupted
83,Jumbled,20,Corn,-5,0,intact,Jumbled
83,Jumbled,20,Corn,-4,0.047619048,intact,Jumbled
83,Jumbled,20,Corn,-3,0.05,intact,Jumbled
83,Jumbled,20,Corn,-2,0,intact,Jumbled
83,Jumbled,20,Corn,-1,0.055555556,intact,Jumbled
83,Jumbled,20,Corn,1,0.24,intact,Jumbled
83,Jumbled,20,Corn,2,0.083333333,intact,Jumbled
83,Jumbled,20,Corn,3,0.041666667,intact,Jumbled
83,Jumbled,20,Corn,4,0.08,intact,Jumbled
83,Jumbled,20,Corn,5,0,intact,Jumbled
83,Jumbled,20,Corn,-5,0,separated,Jumbled
83,Jumbled,20,Corn,-4,0,separated,Jumbled
83,Jumbled,20,Corn,-3,0,separated,Jumbled
83,Jumbled,20,Corn,-2,0,separated,Jumbled
83,Jumbled,20,Corn,-1,1,separated,Jumbled
83,Jumbled,20,Corn,1,0.333333333,separated,Jumbled
83,Jumbled,20,Corn,2,0,separated,Jumbled
83,Jumbled,20,Corn,3,0,separated,Jumbled
83,Jumbled,20,Corn,4,0,separated,Jumbled
83,Jumbled,20,Corn,5,0,separated,Jumbled
20,Ordered,22,Corn,-5,0,intact,Interrupted
20,Ordered,22,Corn,-4,0,intact,Interrupted
20,Ordered,22,Corn,-3,0,intact,Interrupted
20,Ordered,22,Corn,-2,0.1,intact,Interrupted
20,Ordered,22,Corn,-1,0.076923077,intact,Interrupted
20,Ordered,22,Corn,1,0.409090909,intact,Interrupted
20,Ordered,22,Corn,2,0.347826087,intact,Interrupted
20,Ordered,22,Corn,3,0.041666667,intact,Interrupted
20,Ordered,22,Corn,4,0,intact,Interrupted
20,Ordered,22,Corn,5,0,intact,Interrupted
20,Ordered,22,Corn,-5,0,separated,Interrupted
20,Ordered,22,Corn,-4,0,separated,Interrupted
20,Ordered,22,Corn,-3,0,separated,Interrupted
20,Ordered,22,Corn,-2,0,separated,Interrupted
20,Ordered,22,Corn,-1,0,separated,Interrupted
20,Ordered,22,Corn,1,0.4,separated,Interrupted
20,Ordered,22,Corn,2,0,separated,Interrupted
20,Ordered,22,Corn,3,0.2,separated,Interrupted
20,Ordered,22,Corn,4,0,separated,Interrupted
20,Ordered,22,Corn,5,0,separated,Interrupted
50,Jumbled,17,Corn,-5,0,intact,Jumbled
50,Jumbled,17,Corn,-4,0,intact,Jumbled
50,Jumbled,17,Corn,-3,0,intact,Jumbled
50,Jumbled,17,Corn,-2,0,intact,Jumbled
50,Jumbled,17,Corn,-1,0,intact,Jumbled
50,Jumbled,17,Corn,1,0.315789474,intact,Jumbled
50,Jumbled,17,Corn,2,0.052631579,intact,Jumbled
50,Jumbled,17,Corn,3,0.105263158,intact,Jumbled
50,Jumbled,17,Corn,4,0.111111111,intact,Jumbled
50,Jumbled,17,Corn,5,0,intact,Jumbled
50,Jumbled,17,Corn,-5,0,separated,Jumbled
50,Jumbled,17,Corn,-4,0,separated,Jumbled
50,Jumbled,17,Corn,-3,0,separated,Jumbled
50,Jumbled,17,Corn,-2,0,separated,Jumbled
50,Jumbled,17,Corn,-1,0,separated,Jumbled
50,Jumbled,17,Corn,1,1,separated,Jumbled
50,Jumbled,17,Corn,2,0,separated,Jumbled
50,Jumbled,17,Corn,3,0,separated,Jumbled
50,Jumbled,17,Corn,4,0,separated,Jumbled
50,Jumbled,17,Corn,5,0,separated,Jumbled
4,Jumbled,19,Corn,-5,0,intact,Jumbled
4,Jumbled,19,Corn,-4,0,intact,Jumbled
4,Jumbled,19,Corn,-3,0,intact,Jumbled
4,Jumbled,19,Corn,-2,0,intact,Jumbled
4,Jumbled,19,Corn,-1,0,intact,Jumbled
4,Jumbled,19,Corn,1,0.166666667,intact,Jumbled
4,Jumbled,19,Corn,2,0,intact,Jumbled
4,Jumbled,19,Corn,3,0,intact,Jumbled
4,Jumbled,19,Corn,4,0,intact,Jumbled
4,Jumbled,19,Corn,5,0,intact,Jumbled
4,Jumbled,19,Corn,-5,0,separated,Jumbled
4,Jumbled,19,Corn,-4,0,separated,Jumbled
4,Jumbled,19,Corn,-3,0,separated,Jumbled
4,Jumbled,19,Corn,-2,0,separated,Jumbled
4,Jumbled,19,Corn,-1,0,separated,Jumbled
4,Jumbled,19,Corn,1,0,separated,Jumbled
4,Jumbled,19,Corn,2,0,separated,Jumbled
4,Jumbled,19,Corn,3,0,separated,Jumbled
4,Jumbled,19,Corn,4,0,separated,Jumbled
4,Jumbled,19,Corn,5,0,separated,Jumbled
62,Jumbled,2,Corn,-5,0,intact,Jumbled
62,Jumbled,2,Corn,-4,0,intact,Jumbled
62,Jumbled,2,Corn,-3,0,intact,Jumbled
62,Jumbled,2,Corn,-2,0,intact,Jumbled
62,Jumbled,2,Corn,-1,0,intact,Jumbled
62,Jumbled,2,Corn,1,0.142857143,intact,Jumbled
62,Jumbled,2,Corn,2,0,intact,Jumbled
62,Jumbled,2,Corn,3,0,intact,Jumbled
62,Jumbled,2,Corn,4,0,intact,Jumbled
62,Jumbled,2,Corn,5,0,intact,Jumbled
62,Jumbled,2,Corn,-5,0,separated,Jumbled
62,Jumbled,2,Corn,-4,0,separated,Jumbled
62,Jumbled,2,Corn,-3,0,separated,Jumbled
62,Jumbled,2,Corn,-2,0,separated,Jumbled
62,Jumbled,2,Corn,-1,0,separated,Jumbled
62,Jumbled,2,Corn,1,0,separated,Jumbled
62,Jumbled,2,Corn,2,0,separated,Jumbled
62,Jumbled,2,Corn,3,0,separated,Jumbled
62,Jumbled,2,Corn,4,0,separated,Jumbled
62,Jumbled,2,Corn,5,0,separated,Jumbled
12,Ordered,16,Corn,-5,0,intact,Interrupted
12,Ordered,16,Corn,-4,0,intact,Interrupted
12,Ordered,16,Corn,-3,0,intact,Interrupted
12,Ordered,16,Corn,-2,0,intact,Interrupted
12,Ordered,16,Corn,-1,0,intact,Interrupted
12,Ordered,16,Corn,1,0.5,intact,Interrupted
12,Ordered,16,Corn,2,0.16,intact,Interrupted
12,Ordered,16,Corn,3,0.04,intact,Interrupted
12,Ordered,16,Corn,4,0.08,intact,Interrupted
12,Ordered,16,Corn,5,0.08,intact,Interrupted
12,Ordered,16,Corn,-5,0,separated,Interrupted
12,Ordered,16,Corn,-4,0,separated,Interrupted
12,Ordered,16,Corn,-3,0.333333333,separated,Interrupted
12,Ordered,16,Corn,-2,0,separated,Interrupted
12,Ordered,16,Corn,-1,0,separated,Interrupted
12,Ordered,16,Corn,1,0.5,separated,Interrupted
12,Ordered,16,Corn,2,0,separated,Interrupted
12,Ordered,16,Corn,3,0.25,separated,Interrupted
12,Ordered,16,Corn,4,0,separated,Interrupted
12,Ordered,16,Corn,5,0,separated,Interrupted
77,Ordered,18,Corn,-5,0,intact,Interrupted
77,Ordered,18,Corn,-4,0,intact,Interrupted
77,Ordered,18,Corn,-3,0,intact,Interrupted
77,Ordered,18,Corn,-2,0,intact,Interrupted
77,Ordered,18,Corn,-1,0,intact,Interrupted
77,Ordered,18,Corn,1,0.1875,intact,Interrupted
77,Ordered,18,Corn,2,0.2,intact,Interrupted
77,Ordered,18,Corn,3,0.0625,intact,Interrupted
77,Ordered,18,Corn,4,0.071428571,intact,Interrupted
77,Ordered,18,Corn,5,0.071428571,intact,Interrupted
77,Ordered,18,Corn,-5,0,separated,Interrupted
77,Ordered,18,Corn,-4,0,separated,Interrupted
77,Ordered,18,Corn,-3,0,separated,Interrupted
77,Ordered,18,Corn,-2,0,separated,Interrupted
77,Ordered,18,Corn,-1,0,separated,Interrupted
77,Ordered,18,Corn,1,2,separated,Interrupted
77,Ordered,18,Corn,2,0,separated,Interrupted
77,Ordered,18,Corn,3,0,separated,Interrupted
77,Ordered,18,Corn,4,0,separated,Interrupted
77,Ordered,18,Corn,5,0,separated,Interrupted
59,Full,4,Corn,-5,0,intact,Uninterrupted
59,Full,4,Corn,-4,0,intact,Uninterrupted
59,Full,4,Corn,-3,0,intact,Uninterrupted
59,Full,4,Corn,-2,0,intact,Uninterrupted
59,Full,4,Corn,-1,0,intact,Uninterrupted
59,Full,4,Corn,1,0,intact,Uninterrupted
59,Full,4,Corn,2,0,intact,Uninterrupted
59,Full,4,Corn,3,0,intact,Uninterrupted
59,Full,4,Corn,4,0,intact,Uninterrupted
59,Full,4,Corn,5,0.2,intact,Uninterrupted
59,Full,4,Corn,-5,0,separated,Uninterrupted
59,Full,4,Corn,-4,0,separated,Uninterrupted
59,Full,4,Corn,-3,0,separated,Uninterrupted
59,Full,4,Corn,-2,0,separated,Uninterrupted
59,Full,4,Corn,-1,0,separated,Uninterrupted
59,Full,4,Corn,1,0,separated,Uninterrupted
59,Full,4,Corn,2,0,separated,Uninterrupted
59,Full,4,Corn,3,0,separated,Uninterrupted
59,Full,4,Corn,4,0,separated,Uninterrupted
59,Full,4,Corn,5,0,separated,Uninterrupted
29,Ordered,30,Corn,-5,0,intact,Interrupted
29,Ordered,30,Corn,-4,0,intact,Interrupted
29,Ordered,30,Corn,-3,0,intact,Interrupted
29,Ordered,30,Corn,-2,0,intact,Interrupted
29,Ordered,30,Corn,-1,0,intact,Interrupted
29,Ordered,30,Corn,1,0.153846154,intact,Interrupted
29,Ordered,30,Corn,2,0.307692308,intact,Interrupted
29,Ordered,30,Corn,3,0,intact,Interrupted
29,Ordered,30,Corn,4,0.153846154,intact,Interrupted
29,Ordered,30,Corn,5,0.153846154,intact,Interrupted
29,Ordered,30,Corn,-5,0,separated,Interrupted
29,Ordered,30,Corn,-4,0,separated,Interrupted
29,Ordered,30,Corn,-3,0,separated,Interrupted
29,Ordered,30,Corn,-2,0,separated,Interrupted
29,Ordered,30,Corn,-1,0,separated,Interrupted
29,Ordered,30,Corn,1,0,separated,Interrupted
29,Ordered,30,Corn,2,1,separated,Interrupted
29,Ordered,30,Corn,3,0,separated,Interrupted
29,Ordered,30,Corn,4,0,separated,Interrupted
29,Ordered,30,Corn,5,0,separated,Interrupted
35,Ordered,32,Corn,-5,0,intact,Interrupted
35,Ordered,32,Corn,-4,0,intact,Interrupted
35,Ordered,32,Corn,-3,0,intact,Interrupted
35,Ordered,32,Corn,-2,0,intact,Interrupted
35,Ordered,32,Corn,-1,0.166666667,intact,Interrupted
35,Ordered,32,Corn,1,0.263157895,intact,Interrupted
35,Ordered,32,Corn,2,0.2,intact,Interrupted
35,Ordered,32,Corn,3,0,intact,Interrupted
35,Ordered,32,Corn,4,0.111111111,intact,Interrupted
35,Ordered,32,Corn,5,0.105263158,intact,Interrupted
35,Ordered,32,Corn,-5,0,separated,Interrupted
35,Ordered,32,Corn,-4,0,separated,Interrupted
35,Ordered,32,Corn,-3,0,separated,Interrupted
35,Ordered,32,Corn,-2,0,separated,Interrupted
35,Ordered,32,Corn,-1,0,separated,Interrupted
35,Ordered,32,Corn,1,1,separated,Interrupted
35,Ordered,32,Corn,2,0,separated,Interrupted
35,Ordered,32,Corn,3,0,separated,Interrupted
35,Ordered,32,Corn,4,0,separated,Interrupted
35,Ordered,32,Corn,5,0,separated,Interrupted
45,Ordered,12,Corn,-5,0,intact,Interrupted
45,Ordered,12,Corn,-4,0,intact,Interrupted
45,Ordered,12,Corn,-3,0,intact,Interrupted
45,Ordered,12,Corn,-2,0,intact,Interrupted
45,Ordered,12,Corn,-1,0.1,intact,Interrupted
45,Ordered,12,Corn,1,0.1,intact,Interrupted
45,Ordered,12,Corn,2,0.272727273,intact,Interrupted
45,Ordered,12,Corn,3,0,intact,Interrupted
45,Ordered,12,Corn,4,0.181818182,intact,Interrupted
45,Ordered,12,Corn,5,0,intact,Interrupted
45,Ordered,12,Corn,-5,0,separated,Interrupted
45,Ordered,12,Corn,-4,0,separated,Interrupted
45,Ordered,12,Corn,-3,0,separated,Interrupted
45,Ordered,12,Corn,-2,0,separated,Interrupted
45,Ordered,12,Corn,-1,0,separated,Interrupted
45,Ordered,12,Corn,1,0,separated,Interrupted
45,Ordered,12,Corn,2,1,separated,Interrupted
45,Ordered,12,Corn,3,0,separated,Interrupted
45,Ordered,12,Corn,4,0,separated,Interrupted
45,Ordered,12,Corn,5,0,separated,Interrupted
96,Jumbled,22,Corn,-5,0,intact,Jumbled
96,Jumbled,22,Corn,-4,0,intact,Jumbled
96,Jumbled,22,Corn,-3,0.045454545,intact,Jumbled
96,Jumbled,22,Corn,-2,0.090909091,intact,Jumbled
96,Jumbled,22,Corn,-1,0.1,intact,Jumbled
96,Jumbled,22,Corn,1,0.466666667,intact,Jumbled
96,Jumbled,22,Corn,2,0.142857143,intact,Jumbled
96,Jumbled,22,Corn,3,0.103448276,intact,Jumbled
96,Jumbled,22,Corn,4,0.071428571,intact,Jumbled
96,Jumbled,22,Corn,5,0.034482759,intact,Jumbled
96,Jumbled,22,Corn,-5,0,separated,Jumbled
96,Jumbled,22,Corn,-4,0,separated,Jumbled
96,Jumbled,22,Corn,-3,0,separated,Jumbled
96,Jumbled,22,Corn,-2,0,separated,Jumbled
96,Jumbled,22,Corn,-1,0,separated,Jumbled
96,Jumbled,22,Corn,1,0.25,separated,Jumbled
96,Jumbled,22,Corn,2,0.2,separated,Jumbled
96,Jumbled,22,Corn,3,0,separated,Jumbled
96,Jumbled,22,Corn,4,0,separated,Jumbled
96,Jumbled,22,Corn,5,0.25,separated,Jumbled
18,Jumbled,26,Corn,-5,0,intact,Jumbled
18,Jumbled,26,Corn,-4,0,intact,Jumbled
18,Jumbled,26,Corn,-3,0,intact,Jumbled
18,Jumbled,26,Corn,-2,0,intact,Jumbled
18,Jumbled,26,Corn,-1,0,intact,Jumbled
18,Jumbled,26,Corn,1,0,intact,Jumbled
18,Jumbled,26,Corn,2,0,intact,Jumbled
18,Jumbled,26,Corn,3,0,intact,Jumbled
18,Jumbled,26,Corn,4,0.25,intact,Jumbled
18,Jumbled,26,Corn,5,0,intact,Jumbled
18,Jumbled,26,Corn,-5,0,separated,Jumbled
18,Jumbled,26,Corn,-4,0,separated,Jumbled
18,Jumbled,26,Corn,-3,0,separated,Jumbled
18,Jumbled,26,Corn,-2,0,separated,Jumbled
18,Jumbled,26,Corn,-1,0,separated,Jumbled
18,Jumbled,26,Corn,1,0,separated,Jumbled
18,Jumbled,26,Corn,2,0,separated,Jumbled
18,Jumbled,26,Corn,3,0.5,separated,Jumbled
18,Jumbled,26,Corn,4,0,separated,Jumbled
18,Jumbled,26,Corn,5,0,separated,Jumbled
68,Full,35,Corn,-5,0,intact,Uninterrupted
68,Full,35,Corn,-4,0,intact,Uninterrupted
68,Full,35,Corn,-3,0,intact,Uninterrupted
68,Full,35,Corn,-2,0.066666667,intact,Uninterrupted
68,Full,35,Corn,-1,0,intact,Uninterrupted
68,Full,35,Corn,1,0.409090909,intact,Uninterrupted
68,Full,35,Corn,2,0.047619048,intact,Uninterrupted
68,Full,35,Corn,3,0.090909091,intact,Uninterrupted
68,Full,35,Corn,4,0.090909091,intact,Uninterrupted
68,Full,35,Corn,5,0.090909091,intact,Uninterrupted
68,Full,35,Corn,-5,0,separated,Uninterrupted
68,Full,35,Corn,-4,0,separated,Uninterrupted
68,Full,35,Corn,-3,0,separated,Uninterrupted
68,Full,35,Corn,-2,0,separated,Uninterrupted
68,Full,35,Corn,-1,0,separated,Uninterrupted
68,Full,35,Corn,1,0.5,separated,Uninterrupted
68,Full,35,Corn,2,0,separated,Uninterrupted
68,Full,35,Corn,3,0,separated,Uninterrupted
68,Full,35,Corn,4,0,separated,Uninterrupted
68,Full,35,Corn,5,0,separated,Uninterrupted
95,Jumbled,12,Corn,-5,0,intact,Jumbled
95,Jumbled,12,Corn,-4,0,intact,Jumbled
95,Jumbled,12,Corn,-3,0,intact,Jumbled
95,Jumbled,12,Corn,-2,0,intact,Jumbled
95,Jumbled,12,Corn,-1,0,intact,Jumbled
95,Jumbled,12,Corn,1,0.125,intact,Jumbled
95,Jumbled,12,Corn,2,0.125,intact,Jumbled
95,Jumbled,12,Corn,3,0,intact,Jumbled
95,Jumbled,12,Corn,4,0,intact,Jumbled
95,Jumbled,12,Corn,5,0,intact,Jumbled
95,Jumbled,12,Corn,-5,0,separated,Jumbled
95,Jumbled,12,Corn,-4,0,separated,Jumbled
95,Jumbled,12,Corn,-3,0,separated,Jumbled
95,Jumbled,12,Corn,-2,0,separated,Jumbled
95,Jumbled,12,Corn,-1,0,separated,Jumbled
95,Jumbled,12,Corn,1,0,separated,Jumbled
95,Jumbled,12,Corn,2,0,separated,Jumbled
95,Jumbled,12,Corn,3,0,separated,Jumbled
95,Jumbled,12,Corn,4,0,separated,Jumbled
95,Jumbled,12,Corn,5,0,separated,Jumbled
36,Ordered,10,Corn,-5,0,intact,Interrupted
36,Ordered,10,Corn,-4,0,intact,Interrupted
36,Ordered,10,Corn,-3,0,intact,Interrupted
36,Ordered,10,Corn,-2,0,intact,Interrupted
36,Ordered,10,Corn,-1,0.125,intact,Interrupted
36,Ordered,10,Corn,1,0.392857143,intact,Interrupted
36,Ordered,10,Corn,2,0.3,intact,Interrupted
36,Ordered,10,Corn,3,0.1,intact,Interrupted
36,Ordered,10,Corn,4,0,intact,Interrupted
36,Ordered,10,Corn,5,0,intact,Interrupted
36,Ordered,10,Corn,-5,0,separated,Interrupted
36,Ordered,10,Corn,-4,0,separated,Interrupted
36,Ordered,10,Corn,-3,0,separated,Interrupted
36,Ordered,10,Corn,-2,0,separated,Interrupted
36,Ordered,10,Corn,-1,0,separated,Interrupted
36,Ordered,10,Corn,1,0.666666667,separated,Interrupted
36,Ordered,10,Corn,2,0,separated,Interrupted
36,Ordered,10,Corn,3,0,separated,Interrupted
36,Ordered,10,Corn,4,0,separated,Interrupted
36,Ordered,10,Corn,5,0,separated,Interrupted
46,Full,12,Corn,-5,0,intact,Uninterrupted
46,Full,12,Corn,-4,0,intact,Uninterrupted
46,Full,12,Corn,-3,0,intact,Uninterrupted
46,Full,12,Corn,-2,0,intact,Uninterrupted
46,Full,12,Corn,-1,0,intact,Uninterrupted
46,Full,12,Corn,1,0.571428571,intact,Uninterrupted
46,Full,12,Corn,2,0.137931034,intact,Uninterrupted
46,Full,12,Corn,3,0.137931034,intact,Uninterrupted
46,Full,12,Corn,4,0.074074074,intact,Uninterrupted
46,Full,12,Corn,5,0.035714286,intact,Uninterrupted
46,Full,12,Corn,-5,0,separated,Uninterrupted
46,Full,12,Corn,-4,0,separated,Uninterrupted
46,Full,12,Corn,-3,0,separated,Uninterrupted
46,Full,12,Corn,-2,0,separated,Uninterrupted
46,Full,12,Corn,-1,0,separated,Uninterrupted
46,Full,12,Corn,1,0.333333333,separated,Uninterrupted
46,Full,12,Corn,2,0.6,separated,Uninterrupted
46,Full,12,Corn,3,0,separated,Uninterrupted
46,Full,12,Corn,4,0,separated,Uninterrupted
46,Full,12,Corn,5,0.2,separated,Uninterrupted
89,Full,8,Corn,-5,0,intact,Uninterrupted
89,Full,8,Corn,-4,0,intact,Uninterrupted
89,Full,8,Corn,-3,0,intact,Uninterrupted
89,Full,8,Corn,-2,0,intact,Uninterrupted
89,Full,8,Corn,-1,0,intact,Uninterrupted
89,Full,8,Corn,1,0,intact,Uninterrupted
89,Full,8,Corn,2,0.25,intact,Uninterrupted
89,Full,8,Corn,3,0.125,intact,Uninterrupted
89,Full,8,Corn,4,0,intact,Uninterrupted
89,Full,8,Corn,5,0.333333333,intact,Uninterrupted
89,Full,8,Corn,-5,0,separated,Uninterrupted
89,Full,8,Corn,-4,0,separated,Uninterrupted
89,Full,8,Corn,-3,0,separated,Uninterrupted
89,Full,8,Corn,-2,0,separated,Uninterrupted
89,Full,8,Corn,-1,0,separated,Uninterrupted
89,Full,8,Corn,1,0,separated,Uninterrupted
89,Full,8,Corn,2,0,separated,Uninterrupted
89,Full,8,Corn,3,0,separated,Uninterrupted
89,Full,8,Corn,4,0,separated,Uninterrupted
89,Full,8,Corn,5,0,separated,Uninterrupted
74,Full,33,Corn,-5,0,intact,Uninterrupted
74,Full,33,Corn,-4,0,intact,Uninterrupted
74,Full,33,Corn,-3,0,intact,Uninterrupted
74,Full,33,Corn,-2,0,intact,Uninterrupted
74,Full,33,Corn,-1,0.076923077,intact,Uninterrupted
74,Full,33,Corn,1,0.25,intact,Uninterrupted
74,Full,33,Corn,2,0.166666667,intact,Uninterrupted
74,Full,33,Corn,3,0.277777778,intact,Uninterrupted
74,Full,33,Corn,4,0.055555556,intact,Uninterrupted
74,Full,33,Corn,5,0,intact,Uninterrupted
74,Full,33,Corn,-5,0,separated,Uninterrupted
74,Full,33,Corn,-4,0,separated,Uninterrupted
74,Full,33,Corn,-3,0,separated,Uninterrupted
74,Full,33,Corn,-2,0,separated,Uninterrupted
74,Full,33,Corn,-1,0.333333333,separated,Uninterrupted
74,Full,33,Corn,1,0.25,separated,Uninterrupted
74,Full,33,Corn,2,0,separated,Uninterrupted
74,Full,33,Corn,3,0.25,separated,Uninterrupted
74,Full,33,Corn,4,0,separated,Uninterrupted
74,Full,33,Corn,5,0.333333333,separated,Uninterrupted
61,Full,10,Corn,-5,0,intact,Uninterrupted
61,Full,10,Corn,-4,0,intact,Uninterrupted
61,Full,10,Corn,-3,0,intact,Uninterrupted
61,Full,10,Corn,-2,0,intact,Uninterrupted
61,Full,10,Corn,-1,0,intact,Uninterrupted
61,Full,10,Corn,1,0.166666667,intact,Uninterrupted
61,Full,10,Corn,2,0.269230769,intact,Uninterrupted
61,Full,10,Corn,3,0.12,intact,Uninterrupted
61,Full,10,Corn,4,0.045454545,intact,Uninterrupted
61,Full,10,Corn,5,0,intact,Uninterrupted
61,Full,10,Corn,-5,0.333333333,separated,Uninterrupted
61,Full,10,Corn,-4,0,separated,Uninterrupted
61,Full,10,Corn,-3,0,separated,Uninterrupted
61,Full,10,Corn,-2,0,separated,Uninterrupted
61,Full,10,Corn,-1,0,separated,Uninterrupted
61,Full,10,Corn,1,0.25,separated,Uninterrupted
61,Full,10,Corn,2,0,separated,Uninterrupted
61,Full,10,Corn,3,0.333333333,separated,Uninterrupted
61,Full,10,Corn,4,0,separated,Uninterrupted
61,Full,10,Corn,5,0,separated,Uninterrupted
11,Jumbled,8,Corn,-5,0,intact,Jumbled
11,Jumbled,8,Corn,-4,0,intact,Jumbled
11,Jumbled,8,Corn,-3,0,intact,Jumbled
11,Jumbled,8,Corn,-2,0.142857143,intact,Jumbled
11,Jumbled,8,Corn,-1,0,intact,Jumbled
11,Jumbled,8,Corn,1,0,intact,Jumbled
11,Jumbled,8,Corn,2,0,intact,Jumbled
11,Jumbled,8,Corn,3,0,intact,Jumbled
11,Jumbled,8,Corn,4,0.125,intact,Jumbled
11,Jumbled,8,Corn,5,0.125,intact,Jumbled
