pseudo_subid,exp_cond,exp_subid,movName,lag,conditional_probability,event_condition,condition
44,Full,18,3Iron,-5,0,intact,Uninterrupted
44,Full,18,3Iron,-4,0,intact,Uninterrupted
44,Full,18,3Iron,-3,0,intact,Uninterrupted
44,Full,18,3Iron,-2,0.055555556,intact,Uninterrupted
44,Full,18,3Iron,-1,0.125,intact,Uninterrupted
44,Full,18,3Iron,1,0.457142857,intact,Uninterrupted
44,Full,18,3Iron,2,0.171428571,intact,Uninterrupted
44,Full,18,3Iron,3,0.083333333,intact,Uninterrupted
44,Full,18,3Iron,4,0.027777778,intact,Uninterrupted
44,Full,18,3Iron,5,0,intact,Uninterrupted
44,Full,18,3Iron,-5,0,separated,Uninterrupted
44,Full,18,3Iron,-4,0,separated,Uninterrupted
44,Full,18,3Iron,-3,0,separated,Uninterrupted
44,Full,18,3Iron,-2,0,separated,Uninterrupted
44,Full,18,3Iron,-1,0,separated,Uninterrupted
44,Full,18,3Iron,1,0.6,separated,Uninterrupted
44,Full,18,3Iron,2,0.333333333,separated,Uninterrupted
44,Full,18,3Iron,3,0.166666667,separated,Uninterrupted
44,Full,18,3Iron,4,0,separated,Uninterrupted
44,Full,18,3Iron,5,0,separated,Uninterrupted
34,Full,27,3Iron,-5,0,intact,Uninterrupted
34,Full,27,3Iron,-4,0,intact,Uninterrupted
34,Full,27,3Iron,-3,0,intact,Uninterrupted
34,Full,27,3Iron,-2,0,intact,Uninterrupted
34,Full,27,3Iron,-1,0.076923077,intact,Uninterrupted
34,Full,27,3Iron,1,0.625,intact,Uninterrupted
34,Full,27,3Iron,2,0.090909091,intact,Uninterrupted
34,Full,27,3Iron,3,0.21875,intact,Uninterrupted
34,Full,27,3Iron,4,0,intact,Uninterrupted
34,Full,27,3Iron,5,0,intact,Uninterrupted
34,Full,27,3Iron,-5,0,separated,Uninterrupted
34,Full,27,3Iron,-4,0,separated,Uninterrupted
34,Full,27,3Iron,-3,0,separated,Uninterrupted
34,Full,27,3Iron,-2,0,separated,Uninterrupted
34,Full,27,3Iron,-1,0,separated,Uninterrupted
34,Full,27,3Iron,1,0.5,separated,Uninterrupted
34,Full,27,3Iron,2,0.166666667,separated,Uninterrupted
34,Full,27,3Iron,3,0.166666667,separated,Uninterrupted
34,Full,27,3Iron,4,0.166666667,separated,Uninterrupted
34,Full,27,3Iron,5,0,separated,Uninterrupted
76,Ordered,28,3Iron,-5,0.0625,intact,Interrupted
76,Ordered,28,3Iron,-4,0,intact,Interrupted
76,Ordered,28,3Iron,-3,0,intact,Interrupted
76,Ordered,28,3Iron,-2,0,intact,Interrupted
76,Ordered,28,3Iron,-1,0,intact,Interrupted
76,Ordered,28,3Iron,1,0.551724138,intact,Interrupted
76,Ordered,28,3Iron,2,0.178571429,intact,Interrupted
76,Ordered,28,3Iron,3,0,intact,Interrupted
76,Ordered,28,3Iron,4,0.137931034,intact,Interrupted
76,Ordered,28,3Iron,5,0,intact,Interrupted
76,Ordered,28,3Iron,-5,0,separated,Interrupted
76,Ordered,28,3Iron,-4,0,separated,Interrupted
76,Ordered,28,3Iron,-3,0,separated,Interrupted
76,Ordered,28,3Iron,-2,0,separated,Interrupted
76,Ordered,28,3Iron,-1,0,separated,Interrupted
76,Ordered,28,3Iron,1,0.2,separated,Interrupted
76,Ordered,28,3Iron,2,0.6,separated,Interrupted
76,Ordered,28,3Iron,3,0.2,separated,Interrupted
76,Ordered,28,3Iron,4,0,separated,Interrupted
76,Ordered,28,3Iron,5,0,separated,Interrupted
28,Ordered,21,3Iron,-5,0,intact,Interrupted
28,Ordered,21,3Iron,-4,0,intact,Interrupted
28,Ordered,21,3Iron,-3,0,intact,Interrupted
28,Ordered,21,3Iron,-2,0.166666667,intact,Interrupted
28,Ordered,21,3Iron,-1,0,intact,Interrupted
28,Ordered,21,3Iron,1,0.7,intact,Interrupted
28,Ordered,21,3Iron,2,0.076923077,intact,Interrupted
28,Ordered,21,3Iron,3,0.073170732,intact,Interrupted
28,Ordered,21,3Iron,4,0.047619048,intact,Interrupted
28,Ordered,21,3Iron,5,0,intact,Interrupted
28,Ordered,21,3Iron,-5,0,separated,Interrupted
28,Ordered,21,3Iron,-4,0,separated,Interrupted
28,Ordered,21,3Iron,-3,0,separated,Interrupted
28,Ordered,21,3Iron,-2,0.25,separated,Interrupted
28,Ordered,21,3Iron,-1,0,separated,Interrupted
28,Ordered,21,3Iron,1,0.5,separated,Interrupted
28,Ordered,21,3Iron,2,0.142857143,separated,Interrupted
28,Ordered,21,3Iron,3,0,separated,Interrupted
28,Ordered,21,3Iron,4,0,separated,Interrupted
28,Ordered,21,3Iron,5,0,separated,Interrupted
58,Ordered,15,3Iron,-5,0,intact,Interrupted
58,Ordered,15,3Iron,-4,0,intact,Interrupted
58,Ordered,15,3Iron,-3,0,intact,Interrupted
58,Ordered,15,3Iron,-2,0.25,intact,Interrupted
58,Ordered,15,3Iron,-1,0,intact,Interrupted
58,Ordered,15,3Iron,1,0.285714286,intact,Interrupted
58,Ordered,15,3Iron,2,0.166666667,intact,Interrupted
58,Ordered,15,3Iron,3,0.142857143,intact,Interrupted
58,Ordered,15,3Iron,4,0,intact,Interrupted
58,Ordered,15,3Iron,5,0,intact,Interrupted
58,Ordered,15,3Iron,-5,0,separated,Interrupted
58,Ordered,15,3Iron,-4,0,separated,Interrupted
58,Ordered,15,3Iron,-3,0,separated,Interrupted
58,Ordered,15,3Iron,-2,0,separated,Interrupted
58,Ordered,15,3Iron,-1,0,separated,Interrupted
58,Ordered,15,3Iron,1,0,separated,Interrupted
58,Ordered,15,3Iron,2,0,separated,Interrupted
58,Ordered,15,3Iron,3,0,separated,Interrupted
58,Ordered,15,3Iron,4,0,separated,Interrupted
58,Ordered,15,3Iron,5,0,separated,Interrupted
13,Jumbled,3,3Iron,-5,0,intact,Jumbled
13,Jumbled,3,3Iron,-4,0,intact,Jumbled
13,Jumbled,3,3Iron,-3,0,intact,Jumbled
13,Jumbled,3,3Iron,-2,0,intact,Jumbled
13,Jumbled,3,3Iron,-1,0.066666667,intact,Jumbled
13,Jumbled,3,3Iron,1,0.481481481,intact,Jumbled
13,Jumbled,3,3Iron,2,0.178571429,intact,Jumbled
13,Jumbled,3,3Iron,3,0.071428571,intact,Jumbled
13,Jumbled,3,3Iron,4,0,intact,Jumbled
13,Jumbled,3,3Iron,5,0.035714286,intact,Jumbled
13,Jumbled,3,3Iron,-5,0,separated,Jumbled
13,Jumbled,3,3Iron,-4,0,separated,Jumbled
13,Jumbled,3,3Iron,-3,0,separated,Jumbled
13,Jumbled,3,3Iron,-2,0,separated,Jumbled
13,Jumbled,3,3Iron,-1,0,separated,Jumbled
13,Jumbled,3,3Iron,1,0.4,separated,Jumbled
13,Jumbled,3,3Iron,2,0,separated,Jumbled
13,Jumbled,3,3Iron,3,0,separated,Jumbled
13,Jumbled,3,3Iron,4,0.2,separated,Jumbled
13,Jumbled,3,3Iron,5,0,separated,Jumbled
63,Jumbled,16,3Iron,-5,0.045454545,intact,Jumbled
63,Jumbled,16,3Iron,-4,0,intact,Jumbled
63,Jumbled,16,3Iron,-3,0,intact,Jumbled
63,Jumbled,16,3Iron,-2,0.055555556,intact,Jumbled
63,Jumbled,16,3Iron,-1,0.076923077,intact,Jumbled
63,Jumbled,16,3Iron,1,0.464285714,intact,Jumbled
63,Jumbled,16,3Iron,2,0.107142857,intact,Jumbled
63,Jumbled,16,3Iron,3,0.12,intact,Jumbled
63,Jumbled,16,3Iron,4,0.136363636,intact,Jumbled
63,Jumbled,16,3Iron,5,0,intact,Jumbled
63,Jumbled,16,3Iron,-5,0,separated,Jumbled
63,Jumbled,16,3Iron,-4,0,separated,Jumbled
63,Jumbled,16,3Iron,-3,0,separated,Jumbled
63,Jumbled,16,3Iron,-2,0,separated,Jumbled
63,Jumbled,16,3Iron,-1,0,separated,Jumbled
63,Jumbled,16,3Iron,1,0.6,separated,Jumbled
63,Jumbled,16,3Iron,2,0,separated,Jumbled
63,Jumbled,16,3Iron,3,0,separated,Jumbled
63,Jumbled,16,3Iron,4,0,separated,Jumbled
63,Jumbled,16,3Iron,5,0,separated,Jumbled
82,Full,26,3Iron,-5,0,intact,Uninterrupted
82,Full,26,3Iron,-4,0,intact,Uninterrupted
82,Full,26,3Iron,-3,0,intact,Uninterrupted
82,Full,26,3Iron,-2,0,intact,Uninterrupted
82,Full,26,3Iron,-1,0.076923077,intact,Uninterrupted
82,Full,26,3Iron,1,0.636363636,intact,Uninterrupted
82,Full,26,3Iron,2,0.25,intact,Uninterrupted
82,Full,26,3Iron,3,0.069767442,intact,Uninterrupted
82,Full,26,3Iron,4,0.023809524,intact,Uninterrupted
82,Full,26,3Iron,5,0,intact,Uninterrupted
82,Full,26,3Iron,-5,0,separated,Uninterrupted
82,Full,26,3Iron,-4,0,separated,Uninterrupted
82,Full,26,3Iron,-3,0,separated,Uninterrupted
82,Full,26,3Iron,-2,0,separated,Uninterrupted
82,Full,26,3Iron,-1,0,separated,Uninterrupted
82,Full,26,3Iron,1,0.5,separated,Uninterrupted
82,Full,26,3Iron,2,0.25,separated,Uninterrupted
82,Full,26,3Iron,3,0.125,separated,Uninterrupted
82,Full,26,3Iron,4,0,separated,Uninterrupted
82,Full,26,3Iron,5,0,separated,Uninterrupted
5,Full,25,3Iron,-5,0.066666667,intact,Uninterrupted
5,Full,25,3Iron,-4,0,intact,Uninterrupted
5,Full,25,3Iron,-3,0,intact,Uninterrupted
5,Full,25,3Iron,-2,0,intact,Uninterrupted
5,Full,25,3Iron,-1,0,intact,Uninterrupted
5,Full,25,3Iron,1,0.685714286,intact,Uninterrupted
5,Full,25,3Iron,2,0.142857143,intact,Uninterrupted
5,Full,25,3Iron,3,0.058823529,intact,Uninterrupted
5,Full,25,3Iron,4,0,intact,Uninterrupted
5,Full,25,3Iron,5,0.03125,intact,Uninterrupted
5,Full,25,3Iron,-5,0,separated,Uninterrupted
5,Full,25,3Iron,-4,0,separated,Uninterrupted
5,Full,25,3Iron,-3,0,separated,Uninterrupted
5,Full,25,3Iron,-2,0,separated,Uninterrupted
5,Full,25,3Iron,-1,0,separated,Uninterrupted
5,Full,25,3Iron,1,0.571428571,separated,Uninterrupted
5,Full,25,3Iron,2,0,separated,Uninterrupted
5,Full,25,3Iron,3,0.142857143,separated,Uninterrupted
5,Full,25,3Iron,4,0,separated,Uninterrupted
5,Full,25,3Iron,5,0,separated,Uninterrupted
51,Jumbled,11,3Iron,-5,0,intact,Jumbled
51,Jumbled,11,3Iron,-4,0,intact,Jumbled
51,Jumbled,11,3Iron,-3,0,intact,Jumbled
51,Jumbled,11,3Iron,-2,0,intact,Jumbled
51,Jumbled,11,3Iron,-1,0,intact,Jumbled
51,Jumbled,11,3Iron,1,0,intact,Jumbled
51,Jumbled,11,3Iron,2,0.1,intact,Jumbled
51,Jumbled,11,3Iron,3,0.090909091,intact,Jumbled
51,Jumbled,11,3Iron,4,0.090909091,intact,Jumbled
51,Jumbled,11,3Iron,5,0,intact,Jumbled
51,Jumbled,11,3Iron,-5,0,separated,Jumbled
51,Jumbled,11,3Iron,-4,0,separated,Jumbled
51,Jumbled,11,3Iron,-3,0,separated,Jumbled
51,Jumbled,11,3Iron,-2,0,separated,Jumbled
51,Jumbled,11,3Iron,-1,0,separated,Jumbled
51,Jumbled,11,3Iron,1,0,separated,Jumbled
51,Jumbled,11,3Iron,2,0.25,separated,Jumbled
51,Jumbled,11,3Iron,3,0,separated,Jumbled
51,Jumbled,11,3Iron,4,0.5,separated,Jumbled
51,Jumbled,11,3Iron,5,0,separated,Jumbled
21,Full,7,3Iron,-5,0,intact,Uninterrupted
21,Full,7,3Iron,-4,0,intact,Uninterrupted
21,Full,7,3Iron,-3,0,intact,Uninterrupted
21,Full,7,3Iron,-2,0,intact,Uninterrupted
21,Full,7,3Iron,-1,0,intact,Uninterrupted
21,Full,7,3Iron,1,0.571428571,intact,Uninterrupted
21,Full,7,3Iron,2,0.095238095,intact,Uninterrupted
21,Full,7,3Iron,3,0.142857143,intact,Uninterrupted
21,Full,7,3Iron,4,0.047619048,intact,Uninterrupted
21,Full,7,3Iron,5,0,intact,Uninterrupted
21,Full,7,3Iron,-5,0,separated,Uninterrupted
21,Full,7,3Iron,-4,0,separated,Uninterrupted
21,Full,7,3Iron,-3,0,separated,Uninterrupted
21,Full,7,3Iron,-2,0,separated,Uninterrupted
21,Full,7,3Iron,-1,0,separated,Uninterrupted
21,Full,7,3Iron,1,0.75,separated,Uninterrupted
21,Full,7,3Iron,2,0.25,separated,Uninterrupted
21,Full,7,3Iron,3,0,separated,Uninterrupted
21,Full,7,3Iron,4,0,separated,Uninterrupted
21,Full,7,3Iron,5,0,separated,Uninterrupted
66,Jumbled,32,3Iron,-5,0,intact,Jumbled
66,Jumbled,32,3Iron,-4,0,intact,Jumbled
66,Jumbled,32,3Iron,-3,0,intact,Jumbled
66,Jumbled,32,3Iron,-2,0,intact,Jumbled
66,Jumbled,32,3Iron,-1,0,intact,Jumbled
66,Jumbled,32,3Iron,1,0,intact,Jumbled
66,Jumbled,32,3Iron,2,0.2,intact,Jumbled
66,Jumbled,32,3Iron,3,0,intact,Jumbled
66,Jumbled,32,3Iron,4,0,intact,Jumbled
66,Jumbled,32,3Iron,5,0.2,intact,Jumbled
66,Jumbled,32,3Iron,-5,0,separated,Jumbled
66,Jumbled,32,3Iron,-4,0,separated,Jumbled
66,Jumbled,32,3Iron,-3,0,separated,Jumbled
66,Jumbled,32,3Iron,-2,0,separated,Jumbled
66,Jumbled,32,3Iron,-1,0,separated,Jumbled
66,Jumbled,32,3Iron,1,0,separated,Jumbled
66,Jumbled,32,3Iron,2,0,separated,Jumbled
66,Jumbled,32,3Iron,3,0,separated,Jumbled
66,Jumbled,32,3Iron,4,0,separated,Jumbled
66,Jumbled,32,3Iron,5,0,separated,Jumbled
16,Ordered,13,3Iron,-5,0,intact,Interrupted
16,Ordered,13,3Iron,-4,0,intact,Interrupted
16,Ordered,13,3Iron,-3,0,intact,Interrupted
16,Ordered,13,3Iron,-2,0,intact,Interrupted
16,Ordered,13,3Iron,-1,0.090909091,intact,Interrupted
16,Ordered,13,3Iron,1,0.294117647,intact,Interrupted
16,Ordered,13,3Iron,2,0.111111111,intact,Interrupted
16,Ordered,13,3Iron,3,0.111111111,intact,Interrupted
16,Ordered,13,3Iron,4,0.166666667,intact,Interrupted
16,Ordered,13,3Iron,5,0.117647059,intact,Interrupted
16,Ordered,13,3Iron,-5,0,separated,Interrupted
16,Ordered,13,3Iron,-4,0,separated,Interrupted
16,Ordered,13,3Iron,-3,0,separated,Interrupted
16,Ordered,13,3Iron,-2,0,separated,Interrupted
16,Ordered,13,3Iron,-1,0,separated,Interrupted
16,Ordered,13,3Iron,1,0,separated,Interrupted
16,Ordered,13,3Iron,2,0.5,separated,Interrupted
16,Ordered,13,3Iron,3,0,separated,Interrupted
16,Ordered,13,3Iron,4,0.5,separated,Interrupted
16,Ordered,13,3Iron,5,0,separated,Interrupted
48,Ordered,9,3Iron,-5,0,intact,Interrupted
48,Ordered,9,3Iron,-4,0,intact,Interrupted
48,Ordered,9,3Iron,-3,0,intact,Interrupted
48,Ordered,9,3Iron,-2,0,intact,Interrupted
48,Ordered,9,3Iron,-1,0.066666667,intact,Interrupted
48,Ordered,9,3Iron,1,0.25,intact,Interrupted
48,Ordered,9,3Iron,2,0.3,intact,Interrupted
48,Ordered,9,3Iron,3,0.15,intact,Interrupted
48,Ordered,9,3Iron,4,0,intact,Interrupted
48,Ordered,9,3Iron,5,0.105263158,intact,Interrupted
48,Ordered,9,3Iron,-5,0,separated,Interrupted
48,Ordered,9,3Iron,-4,0,separated,Interrupted
48,Ordered,9,3Iron,-3,0,separated,Interrupted
48,Ordered,9,3Iron,-2,0,separated,Interrupted
48,Ordered,9,3Iron,-1,0,separated,Interrupted
48,Ordered,9,3Iron,1,0,separated,Interrupted
48,Ordered,9,3Iron,2,0,separated,Interrupted
48,Ordered,9,3Iron,3,0.5,separated,Interrupted
48,Ordered,9,3Iron,4,0,separated,Interrupted
48,Ordered,9,3Iron,5,0,separated,Interrupted
38,Full,5,3Iron,-5,0,intact,Uninterrupted
38,Full,5,3Iron,-4,0,intact,Uninterrupted
38,Full,5,3Iron,-3,0,intact,Uninterrupted
38,Full,5,3Iron,-2,0,intact,Uninterrupted
38,Full,5,3Iron,-1,0.066666667,intact,Uninterrupted
38,Full,5,3Iron,1,0.46875,intact,Uninterrupted
38,Full,5,3Iron,2,0.212121212,intact,Uninterrupted
38,Full,5,3Iron,3,0.151515152,intact,Uninterrupted
38,Full,5,3Iron,4,0.0625,intact,Uninterrupted
38,Full,5,3Iron,5,0.032258065,intact,Uninterrupted
38,Full,5,3Iron,-5,0,separated,Uninterrupted
38,Full,5,3Iron,-4,0,separated,Uninterrupted
38,Full,5,3Iron,-3,0,separated,Uninterrupted
38,Full,5,3Iron,-2,0,separated,Uninterrupted
38,Full,5,3Iron,-1,0,separated,Uninterrupted
38,Full,5,3Iron,1,0.666666667,separated,Uninterrupted
38,Full,5,3Iron,2,0.333333333,separated,Uninterrupted
38,Full,5,3Iron,3,0,separated,Uninterrupted
38,Full,5,3Iron,4,0,separated,Uninterrupted
38,Full,5,3Iron,5,0,separated,Uninterrupted
24,Full,13,3Iron,-5,0,intact,Uninterrupted
24,Full,13,3Iron,-4,0,intact,Uninterrupted
24,Full,13,3Iron,-3,0.083333333,intact,Uninterrupted
24,Full,13,3Iron,-2,0,intact,Uninterrupted
24,Full,13,3Iron,-1,0.071428571,intact,Uninterrupted
24,Full,13,3Iron,1,0.548387097,intact,Uninterrupted
24,Full,13,3Iron,2,0.225806452,intact,Uninterrupted
24,Full,13,3Iron,3,0.09375,intact,Uninterrupted
24,Full,13,3Iron,4,0,intact,Uninterrupted
24,Full,13,3Iron,5,0.03030303,intact,Uninterrupted
24,Full,13,3Iron,-5,0,separated,Uninterrupted
24,Full,13,3Iron,-4,0,separated,Uninterrupted
24,Full,13,3Iron,-3,0,separated,Uninterrupted
24,Full,13,3Iron,-2,0.2,separated,Uninterrupted
24,Full,13,3Iron,-1,0,separated,Uninterrupted
24,Full,13,3Iron,1,0.25,separated,Uninterrupted
24,Full,13,3Iron,2,0.25,separated,Uninterrupted
24,Full,13,3Iron,3,0,separated,Uninterrupted
24,Full,13,3Iron,4,0.125,separated,Uninterrupted
24,Full,13,3Iron,5,0,separated,Uninterrupted
54,Ordered,6,3Iron,-5,0,intact,Interrupted
54,Ordered,6,3Iron,-4,0,intact,Interrupted
54,Ordered,6,3Iron,-3,0,intact,Interrupted
54,Ordered,6,3Iron,-2,0.0625,intact,Interrupted
54,Ordered,6,3Iron,-1,0.125,intact,Interrupted
54,Ordered,6,3Iron,1,0.542857143,intact,Interrupted
54,Ordered,6,3Iron,2,0.181818182,intact,Interrupted
54,Ordered,6,3Iron,3,0.085714286,intact,Interrupted
54,Ordered,6,3Iron,4,0.028571429,intact,Interrupted
54,Ordered,6,3Iron,5,0.088235294,intact,Interrupted
54,Ordered,6,3Iron,-5,0,separated,Interrupted
54,Ordered,6,3Iron,-4,0,separated,Interrupted
54,Ordered,6,3Iron,-3,0,separated,Interrupted
54,Ordered,6,3Iron,-2,0,separated,Interrupted
54,Ordered,6,3Iron,-1,0,separated,Interrupted
54,Ordered,6,3Iron,1,0.2,separated,Interrupted
54,Ordered,6,3Iron,2,0,separated,Interrupted
54,Ordered,6,3Iron,3,0.4,separated,Interrupted
54,Ordered,6,3Iron,4,0.4,separated,Interrupted
54,Ordered,6,3Iron,5,0,separated,Interrupted
87,Full,2,3Iron,-5,0,intact,Uninterrupted
87,Full,2,3Iron,-4,0,intact,Uninterrupted
87,Full,2,3Iron,-3,0,intact,Uninterrupted
87,Full,2,3Iron,-2,0,intact,Uninterrupted
87,Full,2,3Iron,-1,0.066666667,intact,Uninterrupted
87,Full,2,3Iron,1,0.65,intact,Uninterrupted
87,Full,2,3Iron,2,0.219512195,intact,Uninterrupted
87,Full,2,3Iron,3,0.097560976,intact,Uninterrupted
87,Full,2,3Iron,4,0.024390244,intact,Uninterrupted
87,Full,2,3Iron,5,0,intact,Uninterrupted
87,Full,2,3Iron,-5,0,separated,Uninterrupted
87,Full,2,3Iron,-4,0,separated,Uninterrupted
87,Full,2,3Iron,-3,0,separated,Uninterrupted
87,Full,2,3Iron,-2,0,separated,Uninterrupted
87,Full,2,3Iron,-1,0,separated,Uninterrupted
87,Full,2,3Iron,1,0.666666667,separated,Uninterrupted
87,Full,2,3Iron,2,0.111111111,separated,Uninterrupted
87,Full,2,3Iron,3,0.222222222,separated,Uninterrupted
87,Full,2,3Iron,4,0,separated,Uninterrupted
87,Full,2,3Iron,5,0,separated,Uninterrupted
92,Ordered,7,3Iron,-5,0,intact,Interrupted
92,Ordered,7,3Iron,-4,0,intact,Interrupted
92,Ordered,7,3Iron,-3,0,intact,Interrupted
92,Ordered,7,3Iron,-2,0.083333333,intact,Interrupted
92,Ordered,7,3Iron,-1,0.117647059,intact,Interrupted
92,Ordered,7,3Iron,1,0.53125,intact,Interrupted
92,Ordered,7,3Iron,2,0.1875,intact,Interrupted
92,Ordered,7,3Iron,3,0.125,intact,Interrupted
92,Ordered,7,3Iron,4,0,intact,Interrupted
92,Ordered,7,3Iron,5,0,intact,Interrupted
92,Ordered,7,3Iron,-5,0,separated,Interrupted
92,Ordered,7,3Iron,-4,0,separated,Interrupted
92,Ordered,7,3Iron,-3,0,separated,Interrupted
92,Ordered,7,3Iron,-2,0,separated,Interrupted
92,Ordered,7,3Iron,-1,0,separated,Interrupted
92,Ordered,7,3Iron,1,0.428571429,separated,Interrupted
92,Ordered,7,3Iron,2,0,separated,Interrupted
92,Ordered,7,3Iron,3,0.142857143,separated,Interrupted
92,Ordered,7,3Iron,4,0.142857143,separated,Interrupted
92,Ordered,7,3Iron,5,0,separated,Interrupted
31,Full,20,3Iron,-5,0,intact,Uninterrupted
31,Full,20,3Iron,-4,0,intact,Uninterrupted
31,Full,20,3Iron,-3,0.052631579,intact,Uninterrupted
31,Full,20,3Iron,-2,0,intact,Uninterrupted
31,Full,20,3Iron,-1,0,intact,Uninterrupted
31,Full,20,3Iron,1,0.3,intact,Uninterrupted
31,Full,20,3Iron,2,0.225806452,intact,Uninterrupted
31,Full,20,3Iron,3,0.103448276,intact,Uninterrupted
31,Full,20,3Iron,4,0.037037037,intact,Uninterrupted
31,Full,20,3Iron,5,0.038461538,intact,Uninterrupted
31,Full,20,3Iron,-5,0,separated,Uninterrupted
31,Full,20,3Iron,-4,0.5,separated,Uninterrupted
31,Full,20,3Iron,-3,0,separated,Uninterrupted
31,Full,20,3Iron,-2,0,separated,Uninterrupted
31,Full,20,3Iron,-1,0,separated,Uninterrupted
31,Full,20,3Iron,1,0.5,separated,Uninterrupted
31,Full,20,3Iron,2,0.2,separated,Uninterrupted
31,Full,20,3Iron,3,0,separated,Uninterrupted
31,Full,20,3Iron,4,0.2,separated,Uninterrupted
31,Full,20,3Iron,5,0,separated,Uninterrupted
41,Full,17,3Iron,-5,0,intact,Uninterrupted
41,Full,17,3Iron,-4,0,intact,Uninterrupted
41,Full,17,3Iron,-3,0,intact,Uninterrupted
41,Full,17,3Iron,-2,0.076923077,intact,Uninterrupted
41,Full,17,3Iron,-1,0,intact,Uninterrupted
41,Full,17,3Iron,1,0.617647059,intact,Uninterrupted
41,Full,17,3Iron,2,0.212121212,intact,Uninterrupted
41,Full,17,3Iron,3,0.057142857,intact,Uninterrupted
41,Full,17,3Iron,4,0.057142857,intact,Uninterrupted
41,Full,17,3Iron,5,0,intact,Uninterrupted
41,Full,17,3Iron,-5,0,separated,Uninterrupted
41,Full,17,3Iron,-4,0,separated,Uninterrupted
41,Full,17,3Iron,-3,0,separated,Uninterrupted
41,Full,17,3Iron,-2,0,separated,Uninterrupted
41,Full,17,3Iron,-1,0,separated,Uninterrupted
41,Full,17,3Iron,1,0.5,separated,Uninterrupted
41,Full,17,3Iron,2,0.25,separated,Uninterrupted
41,Full,17,3Iron,3,0,separated,Uninterrupted
41,Full,17,3Iron,4,0.25,separated,Uninterrupted
41,Full,17,3Iron,5,0,separated,Uninterrupted
9,Jumbled,1,3Iron,-5,0,intact,Jumbled
9,Jumbled,1,3Iron,-4,0,intact,Jumbled
9,Jumbled,1,3Iron,-3,0,intact,Jumbled
9,Jumbled,1,3Iron,-2,0.071428571,intact,Jumbled
9,Jumbled,1,3Iron,-1,0.090909091,intact,Jumbled
9,Jumbled,1,3Iron,1,0.5,intact,Jumbled
9,Jumbled,1,3Iron,2,0.136363636,intact,Jumbled
9,Jumbled,1,3Iron,3,0.043478261,intact,Jumbled
9,Jumbled,1,3Iron,4,0,intact,Jumbled
9,Jumbled,1,3Iron,5,0,intact,Jumbled
9,Jumbled,1,3Iron,-5,0,separated,Jumbled
9,Jumbled,1,3Iron,-4,0,separated,Jumbled
9,Jumbled,1,3Iron,-3,0,separated,Jumbled
9,Jumbled,1,3Iron,-2,0,separated,Jumbled
9,Jumbled,1,3Iron,-1,0,separated,Jumbled
9,Jumbled,1,3Iron,1,0.2,separated,Jumbled
9,Jumbled,1,3Iron,2,0,separated,Jumbled
9,Jumbled,1,3Iron,3,0.2,separated,Jumbled
9,Jumbled,1,3Iron,4,0,separated,Jumbled
9,Jumbled,1,3Iron,5,0,separated,Jumbled
73,Full,6,3Iron,-5,0,intact,Uninterrupted
73,Full,6,3Iron,-4,0,intact,Uninterrupted
73,Full,6,3Iron,-3,0,intact,Uninterrupted
73,Full,6,3Iron,-2,0,intact,Uninterrupted
73,Full,6,3Iron,-1,0.142857143,intact,Uninterrupted
73,Full,6,3Iron,1,0.291666667,intact,Uninterrupted
73,Full,6,3Iron,2,0.192307692,intact,Uninterrupted
73,Full,6,3Iron,3,0.076923077,intact,Uninterrupted
73,Full,6,3Iron,4,0.086956522,intact,Uninterrupted
73,Full,6,3Iron,5,0.043478261,intact,Uninterrupted
73,Full,6,3Iron,-5,0,separated,Uninterrupted
73,Full,6,3Iron,-4,0,separated,Uninterrupted
73,Full,6,3Iron,-3,0,separated,Uninterrupted
73,Full,6,3Iron,-2,0,separated,Uninterrupted
73,Full,6,3Iron,-1,0.2,separated,Uninterrupted
73,Full,6,3Iron,1,0.25,separated,Uninterrupted
73,Full,6,3Iron,2,0.4,separated,Uninterrupted
73,Full,6,3Iron,3,0.25,separated,Uninterrupted
73,Full,6,3Iron,4,0,separated,Uninterrupted
73,Full,6,3Iron,5,0,separated,Uninterrupted
70,Ordered,26,3Iron,-5,0,intact,Interrupted
70,Ordered,26,3Iron,-4,0,intact,Interrupted
70,Ordered,26,3Iron,-3,0,intact,Interrupted
70,Ordered,26,3Iron,-2,0,intact,Interrupted
70,Ordered,26,3Iron,-1,0.083333333,intact,Interrupted
70,Ordered,26,3Iron,1,0.586206897,intact,Interrupted
70,Ordered,26,3Iron,2,0.153846154,intact,Interrupted
70,Ordered,26,3Iron,3,0.074074074,intact,Interrupted
70,Ordered,26,3Iron,4,0.074074074,intact,Interrupted
70,Ordered,26,3Iron,5,0.038461538,intact,Interrupted
70,Ordered,26,3Iron,-5,0,separated,Interrupted
70,Ordered,26,3Iron,-4,0,separated,Interrupted
70,Ordered,26,3Iron,-3,0.2,separated,Interrupted
70,Ordered,26,3Iron,-2,0.333333333,separated,Interrupted
70,Ordered,26,3Iron,-1,0,separated,Interrupted
70,Ordered,26,3Iron,1,0.166666667,separated,Interrupted
70,Ordered,26,3Iron,2,0,separated,Interrupted
70,Ordered,26,3Iron,3,0.166666667,separated,Interrupted
70,Ordered,26,3Iron,4,0,separated,Interrupted
70,Ordered,26,3Iron,5,0,separated,Interrupted
32,Jumbled,27,3Iron,-5,0,intact,Jumbled
