time,memorability
404,0.7585046887397766
405,0.816864013671875
406,0.8118101358413696
407,0.7833197712898254
408,0.931883692741394
409,0.7111244201660156
410,0.6285862326622009
411,0.7321693301200867
412,0.7310714721679688
413,0.7307910323143005
414,0.7225935459136963
415,0.7315508127212524
416,0.7141026258468628
417,0.7185533046722412
418,0.720844030380249
419,0.7236588001251221
420,0.7173290252685547
421,0.6763924360275269
422,0.6708641052246094
423,0.6775351166725159
424,0.7201918959617615
425,0.7252910137176514
426,0.7688612341880798
427,0.7643207907676697
428,0.7104231119155884
429,0.7142592668533325
430,0.8173150420188904
431,0.7549960613250732
432,0.7429006695747375
433,0.6582024097442627
434,0.650547206401825
435,0.6477379202842712
436,0.6667393445968628
437,0.6985577344894409
438,0.6304894685745239
439,0.6811484098434448
440,0.6989874839782715
441,0.6568001508712769
442,0.6333087682723999
443,0.6264681816101074
444,0.5460646152496338
445,0.550507128238678
446,0.5180748701095581
447,0.6644576191902161
448,0.5752907395362854
449,0.5604113340377808
450,0.6162386536598206
451,0.5914344191551208
452,0.6851600408554077
453,0.6834403276443481
454,0.7015751600265503
455,0.6489087343215942
456,0.7930291295051575
457,0.713097333908081
458,0.7010603547096252
459,0.7209951281547546
460,0.7224956750869751
461,0.7750388383865356
462,0.7755063772201538
463,0.786812961101532
464,0.8106272220611572
465,0.5929576754570007
466,0.6020191311836243
467,0.5929816365242004
468,0.667467474937439
469,0.6879087090492249
470,0.7299717664718628
471,0.6358858942985535
472,0.648906409740448
473,0.7028627395629883
474,0.7000910043716431
475,0.6768531799316406
476,0.7736662030220032
477,0.6867964863777161
478,0.5915757417678833
479,0.7428224682807922
480,0.6896361112594604
481,0.7309662103652954
482,0.7752360105514526
483,0.8113212585449219
484,0.7111559510231018
485,0.7944765686988831
486,0.7812433242797852
487,0.7963698506355286
488,0.6562825441360474
489,0.7537146806716919
490,0.9097174406051636
491,0.7872105240821838
492,0.8268125653266907
493,0.8140711784362793
494,0.6204668879508972
495,0.696110188961029
496,0.7192985415458679
497,0.7471389770507812
498,0.7777131795883179
499,0.7897670865058899
500,0.8148061037063599
501,0.7438675761222839
502,0.7755838632583618
503,0.8187041282653809
504,0.7833582758903503
505,0.7047551870346069
506,0.6986411213874817
507,0.7108044028282166
508,0.6565247774124146
509,0.6751893758773804
510,0.6767311692237854
511,0.5850738286972046
512,0.6677498817443848
513,0.6472114324569702
514,0.658955454826355
515,0.5908828377723694
516,0.6661970615386963
517,0.6568692326545715
518,0.6360906362533569
519,0.677585244178772
520,0.697813093662262
521,0.6955890655517578
522,0.6487849950790405
523,0.6488907337188721
524,0.6554744243621826
525,0.6846477389335632
526,0.7063449621200562
527,0.6448028087615967
528,0.5194384455680847
529,0.7755256295204163
530,0.7819802761077881
531,0.7720871567726135
532,0.8036342263221741
533,0.7892130017280579
534,0.7887336015701294
535,0.7253495454788208
536,0.7265051007270813
537,0.6968157291412354
538,0.5771605372428894
539,0.754239559173584
540,0.7688257098197937
541,0.7943810820579529
542,0.795585036277771
543,0.7880199551582336
544,0.7861102223396301
545,0.856349766254425
546,0.8613622784614563
547,0.8141473531723022
548,0.7960216403007507
549,0.8192278146743774
550,0.7447022199630737
551,0.8098425269126892
552,0.71705162525177
553,0.7507325410842896
554,0.7082582712173462
555,0.8610506653785706
556,0.7377336621284485
557,0.664482593536377
558,0.7718441486358643
559,0.8439697027206421
560,0.8000122904777527
561,0.780328094959259
562,0.8535224199295044
563,0.8579087853431702
564,0.8321430683135986
565,0.7047507762908936
566,0.689787745475769
567,0.7002180218696594
568,0.7229113578796387
