time,memorability
1,0.6202459335327148
2,0.6294163465499878
3,0.7288200259208679
4,0.6369122266769409
5,0.6663442850112915
6,0.7824987173080444
7,0.7406424283981323
8,0.7838425040245056
9,0.7445647716522217
10,0.7163093686103821
11,0.5666904449462891
12,0.6711398959159851
13,0.5538814663887024
14,0.6299461722373962
15,0.6391306519508362
16,0.6175889372825623
17,0.7030514478683472
18,0.6952223181724548
19,0.6658806800842285
20,0.6580731868743896
21,0.6829758882522583
22,0.6050227880477905
23,0.7299191951751709
24,0.8888254761695862
25,0.6261044144630432
26,0.5984499454498291
27,0.5822420716285706
28,0.6211583614349365
29,0.6203852295875549
30,0.6315911412239075
31,0.5764404535293579
32,0.5736650228500366
33,0.5560947060585022
34,0.5933642983436584
35,0.5863138437271118
36,0.5731522440910339
37,0.6035589575767517
38,0.5947685241699219
39,0.6529108881950378
40,0.6559775471687317
41,0.6092705130577087
42,0.627586841583252
43,0.7098345756530762
44,0.7383186221122742
45,0.5776946544647217
46,0.6152411103248596
47,0.6830414533615112
48,0.7359148263931274
49,0.7629042267799377
50,0.7828070521354675
51,0.7642167806625366
52,0.811773955821991
53,0.8425406217575073
54,0.8551784753799438
55,0.6159322261810303
56,0.6985798478126526
57,0.6723679304122925
58,0.7059985995292664
59,0.6664894223213196
60,0.822757363319397
61,0.7859256267547607
62,0.7543447613716125
63,0.7347707152366638
64,0.7170135974884033
65,0.7693714499473572
66,0.7519679069519043
67,0.7355979681015015
68,0.7122027277946472
69,0.7674177289009094
70,0.6872478127479553
71,0.7653657793998718
72,0.6345959305763245
73,0.6362284421920776
74,0.681250810623169
75,0.6665534973144531
76,0.7071778774261475
77,0.6218422055244446
78,0.7333081960678101
79,0.676235556602478
80,0.6298261880874634
81,0.5384997725486755
82,0.5168291926383972
83,0.6526846289634705
84,0.5031065344810486
85,0.6339929699897766
86,0.6178557872772217
87,0.6659746170043945
88,0.6493110656738281
89,0.6524468064308167
90,0.7182648181915283
91,0.7798278331756592
92,0.6767821907997131
93,0.663626492023468
94,0.6750631332397461
95,0.6427249908447266
96,0.6517425775527954
97,0.623979926109314
98,0.6992619633674622
99,0.6752742528915405
100,0.7264179587364197
101,0.6663651466369629
102,0.6667701005935669
103,0.6957273483276367
104,0.7239634990692139
105,0.729744017124176
106,0.7217575311660767
107,0.7222809195518494
108,0.7181608080863953
109,0.5477385520935059
110,0.7204049825668335
111,0.811549186706543
112,0.7676218152046204
113,0.7835544943809509
114,0.8284645080566406
115,0.7492831349372864
116,0.750058650970459
117,0.7411333322525024
118,0.7072976231575012
119,0.6948733329772949
120,0.6851835250854492
121,0.6964486837387085
122,0.6866927146911621
123,0.7013651132583618
124,0.5833455324172974
125,0.7871450781822205
126,0.6366361975669861
127,0.48974940180778503
128,0.5619497895240784
129,0.595999002456665
130,0.777769923210144
131,0.7298434376716614
132,0.8342675566673279
133,0.6330816745758057
134,0.6144149303436279
135,0.59835284948349
136,0.6260414123535156
137,0.6244373917579651
138,0.6021168828010559
139,0.673191249370575
140,0.7603163123130798
141,0.8166378736495972
142,0.8203660845756531
143,0.8035491704940796
144,0.7970502376556396
145,0.7945235371589661
146,0.7654157876968384
147,0.7637273669242859
148,0.7808776497840881
149,0.80855393409729
150,0.5727782845497131
151,0.6162482500076294
152,0.6503254771232605
153,0.7789329886436462
154,0.7992150187492371
155,0.7349506616592407
156,0.7903403639793396
157,0.6924300193786621
158,0.7093696594238281
159,0.7887540459632874
160,0.7609063982963562
161,0.8067686557769775
162,0.7615097165107727
163,0.6508033871650696
164,0.6885897517204285
165,0.6524242758750916
166,0.6673867106437683
167,0.7429246306419373
168,0.737881600856781
169,0.7402885556221008
170,0.7175832390785217
171,0.7180451154708862
172,0.7810866236686707
173,0.7796011567115784
174,0.7974031567573547
175,0.7600256204605103
176,0.7272811532020569
177,0.7944052219390869
178,0.7407995462417603
179,0.6643883585929871
180,0.639563262462616
181,0.6348090767860413
182,0.7019352912902832
183,0.7316977977752686
184,0.7559033036231995
185,0.6665447950363159
186,0.7717835307121277
187,0.7078441977500916
188,0.7075992822647095
189,0.7239739298820496
190,0.6953189373016357
191,0.7392905354499817
192,0.7577066421508789
193,0.7717585563659668
194,0.6891716718673706
195,0.7995917797088623
196,0.8431097269058228
197,0.7294941544532776
198,0.7102378010749817
199,0.8037029504776001
200,0.8247376680374146
201,0.7696535587310791
202,0.8537859916687012
203,0.880649745464325
204,0.7997374534606934
205,0.8175632953643799
206,0.85407555103302
207,0.8003490567207336
208,0.7452950477600098
209,0.682514488697052
210,0.6805272102355957
211,0.6486860513687134
212,0.6970199346542358
213,0.6377990245819092
214,0.6902202367782593
215,0.743337094783783
216,0.7446064949035645
217,0.6772026419639587
218,0.6478020548820496
219,0.649040937423706
220,0.7159739136695862
221,0.7986660003662109
222,0.7800605893135071
223,0.7819444537162781
224,0.5510594844818115
225,0.5580522418022156
226,0.8057805299758911
227,0.8588997721672058
228,0.8328086137771606
229,0.8479316234588623
230,0.6696534156799316
231,0.6557530164718628
232,0.8632979989051819
233,0.7883449196815491
234,0.6706185340881348
235,0.7024475932121277
236,0.4540475308895111
237,0.6732102632522583
238,0.7282360792160034
239,0.7864313125610352
240,0.8117174506187439
241,0.7966676354408264
242,0.8006927371025085
243,0.7367168664932251
244,0.7786353826522827
245,0.7798062562942505
246,0.820589005947113
247,0.8133352994918823
248,0.7546586990356445
249,0.6924864053726196
250,0.7430853247642517
251,0.7708721160888672
252,0.8239870071411133
253,0.7351678013801575
254,0.6374372839927673
255,0.6664621233940125
256,0.73827064037323
257,0.7392219305038452
258,0.7256870865821838
259,0.7334756851196289
260,0.7429289817810059
261,0.8458559513092041
262,0.7307539582252502
263,0.8539283871650696
264,0.8601874113082886
265,0.6695852279663086
266,0.6873681545257568
267,0.6801108717918396
268,0.5893996953964233
269,0.676430881023407
270,0.8087408542633057
271,0.8169522881507874
272,0.8112590312957764
273,0.759438157081604
274,0.41379475593566895
275,0.41475552320480347
276,0.45887187123298645
277,0.44979390501976013
278,0.4435952603816986
279,0.47160229086875916
280,0.4296438992023468
281,0.570473849773407
282,0.5258129835128784
283,0.5067907571792603
284,0.71016925573349
285,0.7283326983451843
286,0.7920508980751038
287,0.8500525951385498
288,0.8260588645935059
289,0.6525346040725708
290,0.8037698268890381
291,0.7196139097213745
292,0.7054603695869446
293,0.5987295508384705
294,0.7919227480888367
295,0.7348513007164001
296,0.6431410312652588
297,0.7783207297325134
298,0.7527003884315491
299,0.7749342918395996
300,0.7549194097518921
301,0.759238064289093
302,0.5549980998039246
303,0.5925338864326477
304,0.6240624189376831
305,0.5938220620155334
306,0.592175304889679
307,0.608374834060669
308,0.567825436592102
309,0.5948500633239746
310,0.6151998043060303
311,0.6789175868034363
312,0.7229078412055969
313,0.6337894797325134
314,0.6433591246604919
315,0.6080827713012695
316,0.6066031455993652
317,0.5785245895385742
318,0.7992260456085205
319,0.7571229338645935
320,0.7079125046730042
321,0.5672609210014343
322,0.6526879668235779
323,0.7658387422561646
324,0.8524510860443115
325,0.8149832487106323
326,0.8131833076477051
327,0.7059392929077148
328,0.6176923513412476
329,0.6344659924507141
330,0.6419274806976318
331,0.6399526000022888
332,0.689011812210083
333,0.6981459259986877
334,0.6794167160987854
335,0.5771827101707458
336,0.5968350768089294
337,0.5969151258468628
338,0.6039774417877197
339,0.7733787298202515
340,0.7886279821395874
341,0.7790613174438477
342,0.7789863348007202
343,0.800536572933197
344,0.7648510336875916
345,0.7852243185043335
346,0.7493987679481506
347,0.752354621887207
348,0.8210670351982117
349,0.8376569151878357
350,0.7575076818466187
351,0.8283367156982422
352,0.8418981432914734
353,0.8157110214233398
354,0.9096232056617737
355,0.874920129776001
356,0.8539341688156128
357,0.8432837128639221
358,0.8807771801948547
359,0.7594591975212097
360,0.8449322581291199
361,0.8108494281768799
362,0.7800325155258179
363,0.7673566937446594
364,0.7864581942558289
365,0.7711628675460815
366,0.7598426342010498
367,0.7631549835205078
368,0.7780696153640747
369,0.7789250612258911
370,0.7639257907867432
371,0.7494450211524963
372,0.7391257286071777
373,0.5235827565193176
374,0.5206711292266846
375,0.5335447192192078
376,0.5418316721916199
377,0.5276758670806885
378,0.5323203206062317
379,0.533781111240387
380,0.5470340847969055
381,0.5451321005821228
382,0.5620917081832886
383,0.533399224281311
384,0.7953367829322815
385,0.8663646578788757
386,0.7470085620880127
387,0.7762181162834167
388,0.6992120146751404
389,0.7735035419464111
390,0.7650813460350037
391,0.6445255279541016
392,0.6929811239242554
393,0.8698906898498535
394,0.834394097328186
395,0.7212428450584412
396,0.7834328413009644
397,0.6532273292541504
398,0.7711662650108337
399,0.8072810173034668
400,0.8387187123298645
401,0.7740638852119446
402,0.7965403199195862
403,0.8106581568717957
