pseudo_subid,exp_subid,exp_cond,movName,recalled_eventNo,precision,condition
36,10,Ordered,3Iron,57,0.530908303,Interrupted
36,10,Ordered,3Iron,58,0.631225973,Interrupted
36,10,Ordered,3Iron,51,0.603495449,Interrupted
36,10,Ordered,3Iron,63,0.751588017,Interrupted
36,10,Ordered,3Iron,58,0.763912588,Interrupted
36,10,Ordered,3Iron,41,0.720741093,Interrupted
36,10,Ordered,3Iron,71,0.739217624,Interrupted
36,10,Ordered,3Iron,59,0.754748404,Interrupted
36,10,Ordered,3Iron,62,0.69232288,Interrupted
36,10,Ordered,3Iron,74,0.742880672,Interrupted
36,10,Ordered,3Iron,73,0.791266799,Interrupted
46,12,Full,3Iron,1,0.689249545,Uninterrupted
46,12,Full,3Iron,2,0.726997912,Uninterrupted
46,12,Full,3Iron,3,0.566815495,Uninterrupted
46,12,Full,3Iron,4,0.764600337,Uninterrupted
46,12,Full,3Iron,6,0.686225325,Uninterrupted
46,12,Full,3Iron,5,0.640636712,Uninterrupted
46,12,Full,3Iron,6,0.566646695,Uninterrupted
46,12,Full,3Iron,8,0.633637354,Uninterrupted
46,12,Full,3Iron,10,0.786286712,Uninterrupted
46,12,Full,3Iron,12,0.595932931,Uninterrupted
46,12,Full,3Iron,17,0.672135413,Uninterrupted
46,12,Full,3Iron,18,0.663285941,Uninterrupted
46,12,Full,3Iron,20,0.716805905,Uninterrupted
46,12,Full,3Iron,25,0.678316832,Uninterrupted
46,12,Full,3Iron,26,0.683451176,Uninterrupted
46,12,Full,3Iron,28,0.739590943,Uninterrupted
46,12,Full,3Iron,29,0.602737784,Uninterrupted
46,12,Full,3Iron,30,0.692839712,Uninterrupted
46,12,Full,3Iron,31,0.80130285,Uninterrupted
46,12,Full,3Iron,34,0.649675667,Uninterrupted
46,12,Full,3Iron,35,0.705172911,Uninterrupted
46,12,Full,3Iron,36,0.749726564,Uninterrupted
46,12,Full,3Iron,37,0.689470083,Uninterrupted
46,12,Full,3Iron,38,0.605650917,Uninterrupted
46,12,Full,3Iron,40,0.6214775,Uninterrupted
46,12,Full,3Iron,41,0.795253575,Uninterrupted
46,12,Full,3Iron,42,0.710430682,Uninterrupted
46,12,Full,3Iron,43,0.538401105,Uninterrupted
46,12,Full,3Iron,49,0.50957045,Uninterrupted
46,12,Full,3Iron,50,0.616477333,Uninterrupted
46,12,Full,3Iron,51,0.586339414,Uninterrupted
46,12,Full,3Iron,57,0.639793634,Uninterrupted
46,12,Full,3Iron,58,0.737615317,Uninterrupted
46,12,Full,3Iron,59,0.686086863,Uninterrupted
46,12,Full,3Iron,61,0.637432069,Uninterrupted
46,12,Full,3Iron,62,0.652035639,Uninterrupted
46,12,Full,3Iron,63,0.77115646,Uninterrupted
46,12,Full,3Iron,65,0.543615244,Uninterrupted
46,12,Full,3Iron,66,0.652796969,Uninterrupted
46,12,Full,3Iron,68,0.492316694,Uninterrupted
46,12,Full,3Iron,69,0.719181791,Uninterrupted
46,12,Full,3Iron,70,0.675656378,Uninterrupted
46,12,Full,3Iron,71,0.664504379,Uninterrupted
46,12,Full,3Iron,72,0.657775879,Uninterrupted
46,12,Full,3Iron,73,0.825102687,Uninterrupted
46,12,Full,3Iron,74,0.613645993,Uninterrupted
89,8,Full,3Iron,7,0.687681854,Uninterrupted
89,8,Full,3Iron,10,0.655209079,Uninterrupted
89,8,Full,3Iron,19,0.698430091,Uninterrupted
89,8,Full,3Iron,34,0.631990373,Uninterrupted
89,8,Full,3Iron,31,0.645982295,Uninterrupted
89,8,Full,3Iron,42,0.585728079,Uninterrupted
74,33,Full,3Iron,1,0.820236921,Uninterrupted
74,33,Full,3Iron,4,0.631529614,Uninterrupted
74,33,Full,3Iron,7,0.73439604,Uninterrupted
74,33,Full,3Iron,10,0.641881227,Uninterrupted
74,33,Full,3Iron,13,0.611507818,Uninterrupted
74,33,Full,3Iron,19,0.700338632,Uninterrupted
74,33,Full,3Iron,22,0.615429401,Uninterrupted
74,33,Full,3Iron,25,0.547974359,Uninterrupted
74,33,Full,3Iron,26,0.572637387,Uninterrupted
74,33,Full,3Iron,29,0.613114379,Uninterrupted
74,33,Full,3Iron,31,0.7268475,Uninterrupted
74,33,Full,3Iron,33,0.622417502,Uninterrupted
74,33,Full,3Iron,35,0.602256507,Uninterrupted
74,33,Full,3Iron,38,0.676732242,Uninterrupted
74,33,Full,3Iron,41,0.831092417,Uninterrupted
74,33,Full,3Iron,42,0.70719412,Uninterrupted
74,33,Full,3Iron,43,0.751050293,Uninterrupted
74,33,Full,3Iron,44,0.639054805,Uninterrupted
74,33,Full,3Iron,45,0.848524749,Uninterrupted
74,33,Full,3Iron,46,0.562464789,Uninterrupted
74,33,Full,3Iron,47,0.570606329,Uninterrupted
74,33,Full,3Iron,49,0.589206621,Uninterrupted
74,33,Full,3Iron,50,0.661701024,Uninterrupted
74,33,Full,3Iron,52,0.718202084,Uninterrupted
74,33,Full,3Iron,59,0.631726146,Uninterrupted
74,33,Full,3Iron,61,0.568390056,Uninterrupted
74,33,Full,3Iron,58,0.63520816,Uninterrupted
74,33,Full,3Iron,62,0.779336095,Uninterrupted
74,33,Full,3Iron,63,0.747550666,Uninterrupted
74,33,Full,3Iron,66,0.589024484,Uninterrupted
74,33,Full,3Iron,68,0.733799785,Uninterrupted
74,33,Full,3Iron,69,0.803233385,Uninterrupted
74,33,Full,3Iron,70,0.630194023,Uninterrupted
74,33,Full,3Iron,71,0.592744887,Uninterrupted
74,33,Full,3Iron,74,0.796071887,Uninterrupted
74,33,Full,3Iron,73,0.833499342,Uninterrupted
61,10,Full,3Iron,1,0.736393571,Uninterrupted
61,10,Full,3Iron,4,0.613603108,Uninterrupted
61,10,Full,3Iron,5,0.748375356,Uninterrupted
61,10,Full,3Iron,6,0.743541047,Uninterrupted
61,10,Full,3Iron,7,0.678864509,Uninterrupted
61,10,Full,3Iron,10,0.64945671,Uninterrupted
61,10,Full,3Iron,17,0.660791039,Uninterrupted
61,10,Full,3Iron,14,0.780169845,Uninterrupted
61,10,Full,3Iron,19,0.73180306,Uninterrupted
61,10,Full,3Iron,63,0.677029982,Uninterrupted
61,10,Full,3Iron,23,0.621801242,Uninterrupted
61,10,Full,3Iron,24,0.53194841,Uninterrupted
61,10,Full,3Iron,25,0.7370179,Uninterrupted
61,10,Full,3Iron,26,0.772579193,Uninterrupted
61,10,Full,3Iron,29,0.667512566,Uninterrupted
61,10,Full,3Iron,31,0.691434979,Uninterrupted
61,10,Full,3Iron,36,0.62424244,Uninterrupted
61,10,Full,3Iron,38,0.707855418,Uninterrupted
61,10,Full,3Iron,35,0.705866262,Uninterrupted
61,10,Full,3Iron,41,0.799714923,Uninterrupted
61,10,Full,3Iron,42,0.703562051,Uninterrupted
61,10,Full,3Iron,43,0.660852998,Uninterrupted
61,10,Full,3Iron,44,0.707047716,Uninterrupted
61,10,Full,3Iron,49,0.708839595,Uninterrupted
61,10,Full,3Iron,50,0.55785986,Uninterrupted
61,10,Full,3Iron,68,0.662307709,Uninterrupted
61,10,Full,3Iron,58,0.729251444,Uninterrupted
61,10,Full,3Iron,59,0.566929117,Uninterrupted
61,10,Full,3Iron,61,0.640340894,Uninterrupted
61,10,Full,3Iron,62,0.759435445,Uninterrupted
61,10,Full,3Iron,66,0.610481836,Uninterrupted
61,10,Full,3Iron,68,0.500489448,Uninterrupted
61,10,Full,3Iron,74,0.751334101,Uninterrupted
11,8,Jumbled,3Iron,2,0.829884857,Jumbled
11,8,Jumbled,3Iron,4,0.66053471,Jumbled
11,8,Jumbled,3Iron,6,0.704388678,Jumbled
11,8,Jumbled,3Iron,10,0.666628778,Jumbled
11,8,Jumbled,3Iron,32,0.74871558,Jumbled
11,8,Jumbled,3Iron,19,0.738217443,Jumbled
11,8,Jumbled,3Iron,23,0.654505059,Jumbled
11,8,Jumbled,3Iron,63,0.781036794,Jumbled
11,8,Jumbled,3Iron,25,0.595446385,Jumbled
11,8,Jumbled,3Iron,26,0.528253367,Jumbled
11,8,Jumbled,3Iron,28,0.582418472,Jumbled
11,8,Jumbled,3Iron,29,0.636174396,Jumbled
11,8,Jumbled,3Iron,31,0.718075365,Jumbled
11,8,Jumbled,3Iron,36,0.667131171,Jumbled
11,8,Jumbled,3Iron,34,0.655115992,Jumbled
11,8,Jumbled,3Iron,41,0.594804034,Jumbled
11,8,Jumbled,3Iron,39,0.714971215,Jumbled
11,8,Jumbled,3Iron,42,0.621413291,Jumbled
11,8,Jumbled,3Iron,49,0.638605207,Jumbled
11,8,Jumbled,3Iron,58,0.683334559,Jumbled
11,8,Jumbled,3Iron,63,0.755677164,Jumbled
11,8,Jumbled,3Iron,62,0.565530777,Jumbled
11,8,Jumbled,3Iron,66,0.589511283,Jumbled
11,8,Jumbled,3Iron,69,0.702526271,Jumbled
23,7,Jumbled,3Iron,55,0.603394151,Jumbled
23,7,Jumbled,3Iron,35,0.575483128,Jumbled
23,7,Jumbled,3Iron,10,0.600660309,Jumbled
7,11,Ordered,3Iron,1,0.79561764,Interrupted
7,11,Ordered,3Iron,6,0.712774903,Interrupted
7,11,Ordered,3Iron,10,0.630095795,Interrupted
7,11,Ordered,3Iron,12,0.704435229,Interrupted
7,11,Ordered,3Iron,13,0.793382585,Interrupted
7,11,Ordered,3Iron,17,0.806523323,Interrupted
7,11,Ordered,3Iron,19,0.65308252,Interrupted
7,11,Ordered,3Iron,20,0.619973302,Interrupted
7,11,Ordered,3Iron,22,0.675227642,Interrupted
7,11,Ordered,3Iron,23,0.634219587,Interrupted
7,11,Ordered,3Iron,26,0.73569566,Interrupted
7,11,Ordered,3Iron,30,0.687703699,Interrupted
7,11,Ordered,3Iron,31,0.80191648,Interrupted
7,11,Ordered,3Iron,32,0.76734668,Interrupted
7,11,Ordered,3Iron,33,0.695918009,Interrupted
7,11,Ordered,3Iron,35,0.796669543,Interrupted
7,11,Ordered,3Iron,38,0.674473524,Interrupted
7,11,Ordered,3Iron,41,0.796025217,Interrupted
7,11,Ordered,3Iron,42,0.789645135,Interrupted
7,11,Ordered,3Iron,44,0.639054805,Interrupted
7,11,Ordered,3Iron,46,0.753209382,Interrupted
7,11,Ordered,3Iron,49,0.648827076,Interrupted
7,11,Ordered,3Iron,50,0.693370253,Interrupted
7,11,Ordered,3Iron,55,0.686241567,Interrupted
7,11,Ordered,3Iron,57,0.690881789,Interrupted
7,11,Ordered,3Iron,58,0.756425232,Interrupted
7,11,Ordered,3Iron,63,0.721060768,Interrupted
7,11,Ordered,3Iron,59,0.622613698,Interrupted
7,11,Ordered,3Iron,61,0.634491667,Interrupted
7,11,Ordered,3Iron,62,0.782621682,Interrupted
7,11,Ordered,3Iron,65,0.675038382,Interrupted
7,11,Ordered,3Iron,66,0.650256246,Interrupted
7,11,Ordered,3Iron,67,0.735954031,Interrupted
7,11,Ordered,3Iron,68,0.517124549,Interrupted
7,11,Ordered,3Iron,69,0.801589489,Interrupted
7,11,Ordered,3Iron,70,0.650880843,Interrupted
7,11,Ordered,3Iron,74,0.714335188,Interrupted
53,36,Ordered,3Iron,2,0.823099285,Interrupted
53,36,Ordered,3Iron,3,0.72109732,Interrupted
53,36,Ordered,3Iron,4,0.801645517,Interrupted
53,36,Ordered,3Iron,5,0.723933727,Interrupted
53,36,Ordered,3Iron,6,0.66062364,Interrupted
53,36,Ordered,3Iron,8,0.591988698,Interrupted
53,36,Ordered,3Iron,7,0.744220704,Interrupted
53,36,Ordered,3Iron,10,0.655209064,Interrupted
53,36,Ordered,3Iron,14,0.615379944,Interrupted
53,36,Ordered,3Iron,12,0.607348435,Interrupted
53,36,Ordered,3Iron,19,0.689074382,Interrupted
53,36,Ordered,3Iron,22,0.622439981,Interrupted
53,36,Ordered,3Iron,25,0.605534256,Interrupted
53,36,Ordered,3Iron,26,0.570900992,Interrupted
53,36,Ordered,3Iron,31,0.759592533,Interrupted
53,36,Ordered,3Iron,35,0.69575581,Interrupted
53,36,Ordered,3Iron,38,0.665435895,Interrupted
53,36,Ordered,3Iron,41,0.699939877,Interrupted
53,36,Ordered,3Iron,42,0.760486186,Interrupted
53,36,Ordered,3Iron,45,0.482283894,Interrupted
53,36,Ordered,3Iron,46,0.708795428,Interrupted
53,36,Ordered,3Iron,49,0.581258699,Interrupted
53,36,Ordered,3Iron,52,0.692194849,Interrupted
53,36,Ordered,3Iron,58,0.665865183,Interrupted
53,36,Ordered,3Iron,59,0.65871343,Interrupted
53,36,Ordered,3Iron,62,0.663624406,Interrupted
53,36,Ordered,3Iron,64,0.525873974,Interrupted
53,36,Ordered,3Iron,65,0.64899084,Interrupted
53,36,Ordered,3Iron,66,0.610646985,Interrupted
53,36,Ordered,3Iron,68,0.599711195,Interrupted
53,36,Ordered,3Iron,69,0.72302109,Interrupted
53,36,Ordered,3Iron,74,0.656926125,Interrupted
80,28,Jumbled,3Iron,1,0.84920764,Jumbled
80,28,Jumbled,3Iron,2,0.541990831,Jumbled
80,28,Jumbled,3Iron,4,0.59880428,Jumbled
80,28,Jumbled,3Iron,5,0.725112513,Jumbled
80,28,Jumbled,3Iron,6,0.679189146,Jumbled
80,28,Jumbled,3Iron,10,0.655209064,Jumbled
80,28,Jumbled,3Iron,22,0.680635065,Jumbled
80,28,Jumbled,3Iron,25,0.602852516,Jumbled
80,28,Jumbled,3Iron,26,0.527990464,Jumbled
80,28,Jumbled,3Iron,65,0.614075184,Jumbled
80,28,Jumbled,3Iron,27,0.639386684,Jumbled
80,28,Jumbled,3Iron,31,0.695751607,Jumbled
80,28,Jumbled,3Iron,34,0.57357952,Jumbled
80,28,Jumbled,3Iron,38,0.704997212,Jumbled
80,28,Jumbled,3Iron,45,0.752113521,Jumbled
80,28,Jumbled,3Iron,46,0.571713924,Jumbled
80,28,Jumbled,3Iron,47,0.525192482,Jumbled
80,28,Jumbled,3Iron,63,0.62231265,Jumbled
80,28,Jumbled,3Iron,62,0.681334078,Jumbled
80,28,Jumbled,3Iron,59,0.622587278,Jumbled
80,28,Jumbled,3Iron,42,0.735541016,Jumbled
80,28,Jumbled,3Iron,58,0.707523495,Jumbled
80,28,Jumbled,3Iron,69,0.698287174,Jumbled
80,28,Jumbled,3Iron,71,0.721481368,Jumbled
80,28,Jumbled,3Iron,74,0.749462113,Jumbled
14,23,Jumbled,3Iron,1,0.747713953,Jumbled
14,23,Jumbled,3Iron,6,0.684305102,Jumbled
14,23,Jumbled,3Iron,31,0.646897703,Jumbled
14,23,Jumbled,3Iron,59,0.674754754,Jumbled
14,23,Jumbled,3Iron,61,0.694080442,Jumbled
14,23,Jumbled,3Iron,10,0.658585876,Jumbled
14,23,Jumbled,3Iron,36,0.676793352,Jumbled
14,23,Jumbled,3Iron,41,0.709734499,Jumbled
14,23,Jumbled,3Iron,22,0.529297516,Jumbled
14,23,Jumbled,3Iron,63,0.602924749,Jumbled
14,23,Jumbled,3Iron,74,0.634779543,Jumbled
14,23,Jumbled,3Iron,46,0.784370184,Jumbled
64,15,Jumbled,3Iron,1,0.805842459,Jumbled
64,15,Jumbled,3Iron,2,0.740756989,Jumbled
64,15,Jumbled,3Iron,3,0.55931744,Jumbled
64,15,Jumbled,3Iron,4,0.726866484,Jumbled
64,15,Jumbled,3Iron,6,0.696009383,Jumbled
64,15,Jumbled,3Iron,7,0.69921124,Jumbled
64,15,Jumbled,3Iron,8,0.730337992,Jumbled
64,15,Jumbled,3Iron,10,0.641881227,Jumbled
64,15,Jumbled,3Iron,24,0.612494312,Jumbled
64,15,Jumbled,3Iron,30,0.738609716,Jumbled
64,15,Jumbled,3Iron,31,0.686715603,Jumbled
64,15,Jumbled,3Iron,37,0.677836686,Jumbled
64,15,Jumbled,3Iron,41,0.772362292,Jumbled
64,15,Jumbled,3Iron,42,0.738707304,Jumbled
64,15,Jumbled,3Iron,43,0.786248088,Jumbled
64,15,Jumbled,3Iron,50,0.63371487,Jumbled
64,15,Jumbled,3Iron,63,0.630880058,Jumbled
64,15,Jumbled,3Iron,51,0.578921825,Jumbled
64,15,Jumbled,3Iron,52,0.72597307,Jumbled
64,15,Jumbled,3Iron,10,0.651101217,Jumbled
64,15,Jumbled,3Iron,12,0.611621991,Jumbled
64,15,Jumbled,3Iron,13,0.770895571,Jumbled
64,15,Jumbled,3Iron,14,0.598977797,Jumbled
64,15,Jumbled,3Iron,32,0.596450292,Jumbled
64,15,Jumbled,3Iron,37,0.720385998,Jumbled
64,15,Jumbled,3Iron,38,0.619612262,Jumbled
64,15,Jumbled,3Iron,51,0.692289859,Jumbled
64,15,Jumbled,3Iron,62,0.664884239,Jumbled
64,15,Jumbled,3Iron,59,0.788700938,Jumbled
64,15,Jumbled,3Iron,61,0.62976487,Jumbled
64,15,Jumbled,3Iron,74,0.624018572,Jumbled
64,15,Jumbled,3Iron,73,0.753793836,Jumbled
85,18,Jumbled,3Iron,10,0.665777206,Jumbled
85,18,Jumbled,3Iron,19,0.720693082,Jumbled
85,18,Jumbled,3Iron,22,0.786557585,Jumbled
85,18,Jumbled,3Iron,26,0.559608418,Jumbled
85,18,Jumbled,3Iron,31,0.624062002,Jumbled
85,18,Jumbled,3Iron,35,0.643752545,Jumbled
85,18,Jumbled,3Iron,38,0.611566626,Jumbled
85,18,Jumbled,3Iron,41,0.704363316,Jumbled
85,18,Jumbled,3Iron,44,0.566864468,Jumbled
85,18,Jumbled,3Iron,45,0.816308439,Jumbled
85,18,Jumbled,3Iron,46,0.579142138,Jumbled
85,18,Jumbled,3Iron,47,0.602390215,Jumbled
85,18,Jumbled,3Iron,46,0.551711082,Jumbled
85,18,Jumbled,3Iron,63,0.705773652,Jumbled
85,18,Jumbled,3Iron,62,0.591960788,Jumbled
85,18,Jumbled,3Iron,55,0.839281052,Jumbled
85,18,Jumbled,3Iron,59,0.552407913,Jumbled
85,18,Jumbled,3Iron,58,0.663038269,Jumbled
85,18,Jumbled,3Iron,68,0.688540712,Jumbled
85,18,Jumbled,3Iron,69,0.711706609,Jumbled
85,18,Jumbled,3Iron,70,0.630194023,Jumbled
85,18,Jumbled,3Iron,71,0.731700912,Jumbled
85,18,Jumbled,3Iron,74,0.57853362,Jumbled
85,18,Jumbled,3Iron,73,0.89961794,Jumbled
78,141,Jumbled,3Iron,34,0.626783282,Jumbled
78,141,Jumbled,3Iron,59,0.606213316,Jumbled
78,141,Jumbled,3Iron,70,0.634800792,Jumbled
78,141,Jumbled,3Iron,19,0.651160136,Jumbled
78,141,Jumbled,3Iron,46,0.738831013,Jumbled
78,141,Jumbled,3Iron,47,0.538724147,Jumbled
78,141,Jumbled,3Iron,46,0.488747505,Jumbled
78,141,Jumbled,3Iron,39,0.706970081,Jumbled
78,141,Jumbled,3Iron,62,0.601345614,Jumbled
78,141,Jumbled,3Iron,38,0.738130465,Jumbled
78,141,Jumbled,3Iron,52,0.723239124,Jumbled
78,141,Jumbled,3Iron,38,0.697583735,Jumbled
56,8,Ordered,3Iron,1,0.84795928,Interrupted
56,8,Ordered,3Iron,2,0.861765623,Interrupted
56,8,Ordered,3Iron,3,0.680041969,Interrupted
56,8,Ordered,3Iron,4,0.629524514,Interrupted
56,8,Ordered,3Iron,6,0.671711922,Interrupted
56,8,Ordered,3Iron,7,0.764474005,Interrupted
56,8,Ordered,3Iron,17,0.81272912,Interrupted
56,8,Ordered,3Iron,19,0.785706818,Interrupted
56,8,Ordered,3Iron,20,0.738214076,Interrupted
56,8,Ordered,3Iron,24,0.648220539,Interrupted
56,8,Ordered,3Iron,25,0.68523851,Interrupted
56,8,Ordered,3Iron,26,0.749116257,Interrupted
56,8,Ordered,3Iron,29,0.74761498,Interrupted
56,8,Ordered,3Iron,31,0.657494113,Interrupted
56,8,Ordered,3Iron,34,0.691639096,Interrupted
56,8,Ordered,3Iron,35,0.624025896,Interrupted
56,8,Ordered,3Iron,36,0.63424556,Interrupted
56,8,Ordered,3Iron,37,0.744666576,Interrupted
56,8,Ordered,3Iron,38,0.783103734,Interrupted
56,8,Ordered,3Iron,42,0.810184032,Interrupted
56,8,Ordered,3Iron,66,0.738820627,Interrupted
56,8,Ordered,3Iron,68,0.686549395,Interrupted
56,8,Ordered,3Iron,69,0.805323422,Interrupted
56,8,Ordered,3Iron,70,0.626048893,Interrupted
56,8,Ordered,3Iron,71,0.754944384,Interrupted
56,8,Ordered,3Iron,62,0.744316295,Interrupted
56,8,Ordered,3Iron,64,0.570134029,Interrupted
56,8,Ordered,3Iron,65,0.791966021,Interrupted
56,8,Ordered,3Iron,49,0.634171754,Interrupted
2,14,Jumbled,3Iron,2,0.660508126,Jumbled
2,14,Jumbled,3Iron,3,0.690180451,Jumbled
2,14,Jumbled,3Iron,4,0.69134903,Jumbled
2,14,Jumbled,3Iron,5,0.65768753,Jumbled
2,14,Jumbled,3Iron,6,0.652430505,Jumbled
2,14,Jumbled,3Iron,7,0.649048388,Jumbled
2,14,Jumbled,3Iron,8,0.703359604,Jumbled
2,14,Jumbled,3Iron,10,0.664527044,Jumbled
2,14,Jumbled,3Iron,62,0.720419437,Jumbled
2,14,Jumbled,3Iron,42,0.726617932,Jumbled
2,14,Jumbled,3Iron,49,0.693915114,Jumbled
2,14,Jumbled,3Iron,51,0.654297501,Jumbled
2,14,Jumbled,3Iron,67,0.64231354,Jumbled
2,14,Jumbled,3Iron,38,0.70814985,Jumbled
2,14,Jumbled,3Iron,52,0.687373459,Jumbled
2,14,Jumbled,3Iron,74,0.652414441,Jumbled
2,14,Jumbled,3Iron,44,0.649659157,Jumbled
2,14,Jumbled,3Iron,45,0.835070103,Jumbled
2,14,Jumbled,3Iron,36,0.685266331,Jumbled
2,14,Jumbled,3Iron,37,0.724189132,Jumbled
2,14,Jumbled,3Iron,19,0.499530383,Jumbled
2,14,Jumbled,3Iron,39,0.736485347,Jumbled
2,14,Jumbled,3Iron,41,0.862258494,Jumbled
2,14,Jumbled,3Iron,42,0.76872918,Jumbled
2,14,Jumbled,3Iron,43,0.698772371,Jumbled
26,4,Ordered,3Iron,1,0.827889949,Interrupted
26,4,Ordered,3Iron,6,0.587035395,Interrupted
26,4,Ordered,3Iron,10,0.655209064,Interrupted
26,4,Ordered,3Iron,13,0.764092058,Interrupted
26,4,Ordered,3Iron,19,0.698430002,Interrupted
26,4,Ordered,3Iron,25,0.587334484,Interrupted
26,4,Ordered,3Iron,26,0.640397653,Interrupted
26,4,Ordered,3Iron,31,0.666054636,Interrupted
26,4,Ordered,3Iron,35,0.681308925,Interrupted
26,4,Ordered,3Iron,36,0.736934245,Interrupted
26,4,Ordered,3Iron,38,0.669015229,Interrupted
26,4,Ordered,3Iron,39,0.630134359,Interrupted
26,4,Ordered,3Iron,42,0.600752905,Interrupted
26,4,Ordered,3Iron,50,0.621224046,Interrupted
26,4,Ordered,3Iron,59,0.551662929,Interrupted
26,4,Ordered,3Iron,58,0.677259773,Interrupted
26,4,Ordered,3Iron,52,0.705168679,Interrupted
26,4,Ordered,3Iron,55,0.636230692,Interrupted
26,4,Ordered,3Iron,44,0.621589027,Interrupted
26,4,Ordered,3Iron,66,0.595090449,Interrupted
26,4,Ordered,3Iron,68,0.675176561,Interrupted
26,4,Ordered,3Iron,70,0.651896298,Interrupted
43,23,Ordered,3Iron,1,0.826108754,Interrupted
43,23,Ordered,3Iron,6,0.745968044,Interrupted
43,23,Ordered,3Iron,10,0.655209064,Interrupted
43,23,Ordered,3Iron,14,0.706432074,Interrupted
43,23,Ordered,3Iron,17,0.652261376,Interrupted
43,23,Ordered,3Iron,19,0.623624861,Interrupted
43,23,Ordered,3Iron,20,0.699133724,Interrupted
43,23,Ordered,3Iron,7,0.736235172,Interrupted
43,23,Ordered,3Iron,23,0.650307775,Interrupted
43,23,Ordered,3Iron,25,0.677058876,Interrupted
43,23,Ordered,3Iron,26,0.583796054,Interrupted
43,23,Ordered,3Iron,30,0.586437792,Interrupted
43,23,Ordered,3Iron,31,0.63323617,Interrupted
43,23,Ordered,3Iron,36,0.736934245,Interrupted
43,23,Ordered,3Iron,38,0.642918199,Interrupted
43,23,Ordered,3Iron,34,0.550888941,Interrupted
43,23,Ordered,3Iron,41,0.58327686,Interrupted
43,23,Ordered,3Iron,49,0.621978685,Interrupted
43,23,Ordered,3Iron,51,0.628145039,Interrupted
43,23,Ordered,3Iron,52,0.544768684,Interrupted
43,23,Ordered,3Iron,59,0.649663031,Interrupted
43,23,Ordered,3Iron,61,0.557294011,Interrupted
43,23,Ordered,3Iron,51,0.627328813,Interrupted
43,23,Ordered,3Iron,62,0.6306867,Interrupted
43,23,Ordered,3Iron,66,0.62830393,Interrupted
43,23,Ordered,3Iron,67,0.607762665,Interrupted
43,23,Ordered,3Iron,68,0.522870248,Interrupted
43,23,Ordered,3Iron,69,0.71108681,Interrupted
43,23,Ordered,3Iron,70,0.630194023,Interrupted
43,23,Ordered,3Iron,42,0.515369151,Interrupted
33,32,Full,3Iron,1,0.800690711,Uninterrupted
33,32,Full,3Iron,6,0.710992917,Uninterrupted
33,32,Full,3Iron,7,0.524145367,Uninterrupted
33,32,Full,3Iron,12,0.588020362,Uninterrupted
33,32,Full,3Iron,15,0.622739434,Uninterrupted
33,32,Full,3Iron,17,0.764472902,Uninterrupted
33,32,Full,3Iron,19,0.655611217,Uninterrupted
33,32,Full,3Iron,20,0.654081225,Uninterrupted
33,32,Full,3Iron,22,0.649763644,Uninterrupted
33,32,Full,3Iron,23,0.691856503,Uninterrupted
33,32,Full,3Iron,25,0.64486371,Uninterrupted
33,32,Full,3Iron,26,0.714731187,Uninterrupted
33,32,Full,3Iron,29,0.594445646,Uninterrupted
33,32,Full,3Iron,31,0.752156943,Uninterrupted
33,32,Full,3Iron,34,0.491532163,Uninterrupted
33,32,Full,3Iron,33,0.633671224,Uninterrupted
33,32,Full,3Iron,35,0.602256507,Uninterrupted
33,32,Full,3Iron,38,0.68090339,Uninterrupted
33,32,Full,3Iron,40,0.551405296,Uninterrupted
33,32,Full,3Iron,41,0.723874927,Uninterrupted
33,32,Full,3Iron,42,0.744291067,Uninterrupted
33,32,Full,3Iron,44,0.709798798,Uninterrupted
33,32,Full,3Iron,45,0.802785128,Uninterrupted
33,32,Full,3Iron,46,0.608512975,Uninterrupted
33,32,Full,3Iron,49,0.636844382,Uninterrupted
33,32,Full,3Iron,50,0.588029072,Uninterrupted
33,32,Full,3Iron,52,0.721600667,Uninterrupted
33,32,Full,3Iron,59,0.63996084,Uninterrupted
33,32,Full,3Iron,61,0.723720953,Uninterrupted
33,32,Full,3Iron,62,0.561206527,Uninterrupted
33,32,Full,3Iron,63,0.825191677,Uninterrupted
33,32,Full,3Iron,55,0.872049928,Uninterrupted
33,32,Full,3Iron,56,0.772378027,Uninterrupted
33,32,Full,3Iron,58,0.71182248,Uninterrupted
33,32,Full,3Iron,70,0.706568494,Uninterrupted
33,32,Full,3Iron,71,0.667657569,Uninterrupted
33,32,Full,3Iron,74,0.790063202,Uninterrupted
90,30,Jumbled,3Iron,1,0.74530831,Jumbled
90,30,Jumbled,3Iron,2,0.575924359,Jumbled
90,30,Jumbled,3Iron,4,0.565642171,Jumbled
90,30,Jumbled,3Iron,5,0.61457739,Jumbled
90,30,Jumbled,3Iron,6,0.731203049,Jumbled
90,30,Jumbled,3Iron,10,0.687746227,Jumbled
90,30,Jumbled,3Iron,19,0.715386257,Jumbled
90,30,Jumbled,3Iron,31,0.677066296,Jumbled
90,30,Jumbled,3Iron,30,0.725998759,Jumbled
90,30,Jumbled,3Iron,31,0.601528987,Jumbled
90,30,Jumbled,3Iron,35,0.635753945,Jumbled
90,30,Jumbled,3Iron,59,0.679781199,Jumbled
90,30,Jumbled,3Iron,61,0.559140414,Jumbled
90,30,Jumbled,3Iron,41,0.768667996,Jumbled
90,30,Jumbled,3Iron,42,0.641334414,Jumbled
90,30,Jumbled,3Iron,62,0.668693721,Jumbled
