pseudo_subid,exp_subid,exp_cond,movName,recalled_eventNo,precision,condition
6,4,Jumbled,3Iron,74,0.589946792,Jumbled
22,3,Ordered,3Iron,1,0.658940852,Interrupted
22,3,Ordered,3Iron,2,0.763985515,Interrupted
22,3,Ordered,3Iron,3,0.636876673,Interrupted
22,3,Ordered,3Iron,5,0.687964708,Interrupted
22,3,Ordered,3Iron,6,0.717063338,Interrupted
22,3,Ordered,3Iron,7,0.763467371,Interrupted
22,3,Ordered,3Iron,10,0.790254533,Interrupted
22,3,Ordered,3Iron,12,0.627217114,Interrupted
22,3,Ordered,3Iron,13,0.780468285,Interrupted
22,3,Ordered,3Iron,32,0.680194438,Interrupted
22,3,Ordered,3Iron,17,0.651135296,Interrupted
22,3,Ordered,3Iron,20,0.642027378,Interrupted
22,3,Ordered,3Iron,63,0.718485147,Interrupted
22,3,Ordered,3Iron,25,0.597060353,Interrupted
22,3,Ordered,3Iron,26,0.580942966,Interrupted
22,3,Ordered,3Iron,6,0.657232672,Interrupted
22,3,Ordered,3Iron,27,0.610308647,Interrupted
22,3,Ordered,3Iron,29,0.622798324,Interrupted
22,3,Ordered,3Iron,31,0.710346401,Interrupted
22,3,Ordered,3Iron,35,0.72579807,Interrupted
22,3,Ordered,3Iron,36,0.744089499,Interrupted
22,3,Ordered,3Iron,37,0.799424469,Interrupted
22,3,Ordered,3Iron,38,0.685267955,Interrupted
22,3,Ordered,3Iron,39,0.785446167,Interrupted
22,3,Ordered,3Iron,41,0.829523742,Interrupted
22,3,Ordered,3Iron,42,0.711474821,Interrupted
22,3,Ordered,3Iron,43,0.734953269,Interrupted
22,3,Ordered,3Iron,44,0.695779681,Interrupted
22,3,Ordered,3Iron,45,0.884508073,Interrupted
22,3,Ordered,3Iron,46,0.757324547,Interrupted
22,3,Ordered,3Iron,49,0.635973871,Interrupted
22,3,Ordered,3Iron,50,0.562945813,Interrupted
22,3,Ordered,3Iron,57,0.46689355,Interrupted
22,3,Ordered,3Iron,58,0.487975271,Interrupted
22,3,Ordered,3Iron,59,0.580275618,Interrupted
22,3,Ordered,3Iron,70,0.638323307,Interrupted
22,3,Ordered,3Iron,55,0.693626374,Interrupted
22,3,Ordered,3Iron,57,0.648204148,Interrupted
22,3,Ordered,3Iron,58,0.618443146,Interrupted
22,3,Ordered,3Iron,59,0.633803263,Interrupted
22,3,Ordered,3Iron,61,0.660021245,Interrupted
22,3,Ordered,3Iron,62,0.605141565,Interrupted
22,3,Ordered,3Iron,63,0.736140847,Interrupted
22,3,Ordered,3Iron,66,0.724934652,Interrupted
22,3,Ordered,3Iron,74,0.720862478,Interrupted
81,29,Ordered,3Iron,1,0.773666829,Interrupted
81,29,Ordered,3Iron,3,0.640601397,Interrupted
81,29,Ordered,3Iron,4,0.615671054,Interrupted
81,29,Ordered,3Iron,5,0.620938286,Interrupted
81,29,Ordered,3Iron,6,0.640886948,Interrupted
81,29,Ordered,3Iron,7,0.730877087,Interrupted
81,29,Ordered,3Iron,8,0.679131538,Interrupted
81,29,Ordered,3Iron,10,0.774479389,Interrupted
81,29,Ordered,3Iron,11,0.574949905,Interrupted
81,29,Ordered,3Iron,12,0.703560457,Interrupted
81,29,Ordered,3Iron,13,0.81190303,Interrupted
81,29,Ordered,3Iron,14,0.564505979,Interrupted
81,29,Ordered,3Iron,17,0.745496824,Interrupted
81,29,Ordered,3Iron,19,0.680060029,Interrupted
81,29,Ordered,3Iron,20,0.569991842,Interrupted
81,29,Ordered,3Iron,22,0.690276206,Interrupted
81,29,Ordered,3Iron,23,0.806152582,Interrupted
81,29,Ordered,3Iron,24,0.571939729,Interrupted
81,29,Ordered,3Iron,25,0.582808852,Interrupted
81,29,Ordered,3Iron,26,0.585448429,Interrupted
81,29,Ordered,3Iron,27,0.654917747,Interrupted
81,29,Ordered,3Iron,28,0.67974937,Interrupted
81,29,Ordered,3Iron,29,0.62926051,Interrupted
81,29,Ordered,3Iron,31,0.795649499,Interrupted
81,29,Ordered,3Iron,36,0.645922363,Interrupted
81,29,Ordered,3Iron,37,0.746182173,Interrupted
81,29,Ordered,3Iron,38,0.623456016,Interrupted
81,29,Ordered,3Iron,32,0.793515474,Interrupted
81,29,Ordered,3Iron,35,0.807109177,Interrupted
81,29,Ordered,3Iron,41,0.817303389,Interrupted
81,29,Ordered,3Iron,42,0.707178354,Interrupted
81,29,Ordered,3Iron,50,0.714817971,Interrupted
81,29,Ordered,3Iron,51,0.611587115,Interrupted
81,29,Ordered,3Iron,55,0.854770839,Interrupted
81,29,Ordered,3Iron,57,0.610198691,Interrupted
81,29,Ordered,3Iron,63,0.757664084,Interrupted
81,29,Ordered,3Iron,58,0.802352697,Interrupted
81,29,Ordered,3Iron,59,0.586643085,Interrupted
81,29,Ordered,3Iron,60,0.776136398,Interrupted
81,29,Ordered,3Iron,61,0.726596385,Interrupted
81,29,Ordered,3Iron,62,0.725867242,Interrupted
81,29,Ordered,3Iron,66,0.636946172,Interrupted
81,29,Ordered,3Iron,68,0.513288504,Interrupted
81,29,Ordered,3Iron,69,0.698135749,Interrupted
81,29,Ordered,3Iron,70,0.654459238,Interrupted
81,29,Ordered,3Iron,71,0.878367931,Interrupted
81,29,Ordered,3Iron,72,0.653643817,Interrupted
81,29,Ordered,3Iron,73,0.857640743,Interrupted
81,29,Ordered,3Iron,74,0.794394374,Interrupted
10,10,Jumbled,3Iron,1,0.852725238,Jumbled
10,10,Jumbled,3Iron,2,0.581929833,Jumbled
10,10,Jumbled,3Iron,3,0.646243393,Jumbled
10,10,Jumbled,3Iron,4,0.599097967,Jumbled
10,10,Jumbled,3Iron,5,0.628468648,Jumbled
10,10,Jumbled,3Iron,6,0.78901881,Jumbled
10,10,Jumbled,3Iron,10,0.640683934,Jumbled
10,10,Jumbled,3Iron,58,0.580853634,Jumbled
10,10,Jumbled,3Iron,59,0.862653285,Jumbled
10,10,Jumbled,3Iron,60,0.526244568,Jumbled
10,10,Jumbled,3Iron,61,0.691602305,Jumbled
10,10,Jumbled,3Iron,62,0.668952912,Jumbled
10,10,Jumbled,3Iron,41,0.667304844,Jumbled
10,10,Jumbled,3Iron,39,0.730284601,Jumbled
10,10,Jumbled,3Iron,41,0.834443569,Jumbled
10,10,Jumbled,3Iron,42,0.777232289,Jumbled
10,10,Jumbled,3Iron,43,0.811346829,Jumbled
10,10,Jumbled,3Iron,64,0.613983989,Jumbled
10,10,Jumbled,3Iron,65,0.630173355,Jumbled
10,10,Jumbled,3Iron,37,0.79715535,Jumbled
10,10,Jumbled,3Iron,7,0.712080926,Jumbled
10,10,Jumbled,3Iron,40,0.729614317,Jumbled
10,10,Jumbled,3Iron,65,0.556536831,Jumbled
10,10,Jumbled,3Iron,28,0.673908606,Jumbled
10,10,Jumbled,3Iron,29,0.739310026,Jumbled
10,10,Jumbled,3Iron,31,0.689295784,Jumbled
10,10,Jumbled,3Iron,51,0.593767785,Jumbled
10,10,Jumbled,3Iron,12,0.708399296,Jumbled
10,10,Jumbled,3Iron,13,0.762618423,Jumbled
10,10,Jumbled,3Iron,38,0.693607986,Jumbled
10,10,Jumbled,3Iron,52,0.563166738,Jumbled
10,10,Jumbled,3Iron,63,0.71488899,Jumbled
10,10,Jumbled,3Iron,22,0.725581437,Jumbled
10,10,Jumbled,3Iron,74,0.772365928,Jumbled
10,10,Jumbled,3Iron,68,0.713485926,Jumbled
10,10,Jumbled,3Iron,69,0.736719877,Jumbled
10,10,Jumbled,3Iron,70,0.792227328,Jumbled
10,10,Jumbled,3Iron,71,0.812449813,Jumbled
10,10,Jumbled,3Iron,25,0.668982893,Jumbled
60,5,Jumbled,3Iron,1,0.806146801,Jumbled
60,5,Jumbled,3Iron,2,0.766764641,Jumbled
60,5,Jumbled,3Iron,3,0.751496375,Jumbled
60,5,Jumbled,3Iron,4,0.758592486,Jumbled
60,5,Jumbled,3Iron,5,0.764730871,Jumbled
60,5,Jumbled,3Iron,6,0.79320091,Jumbled
60,5,Jumbled,3Iron,7,0.750534087,Jumbled
60,5,Jumbled,3Iron,8,0.723014772,Jumbled
60,5,Jumbled,3Iron,9,0.890351862,Jumbled
60,5,Jumbled,3Iron,10,0.657420173,Jumbled
60,5,Jumbled,3Iron,62,0.789213717,Jumbled
60,5,Jumbled,3Iron,65,0.708292484,Jumbled
60,5,Jumbled,3Iron,49,0.64274326,Jumbled
60,5,Jumbled,3Iron,51,0.63414447,Jumbled
60,5,Jumbled,3Iron,37,0.711165994,Jumbled
60,5,Jumbled,3Iron,38,0.735198349,Jumbled
60,5,Jumbled,3Iron,41,0.774580538,Jumbled
60,5,Jumbled,3Iron,42,0.722447529,Jumbled
60,5,Jumbled,3Iron,43,0.660359696,Jumbled
60,5,Jumbled,3Iron,6,0.579116337,Jumbled
60,5,Jumbled,3Iron,63,0.688917041,Jumbled
60,5,Jumbled,3Iron,10,0.73265788,Jumbled
60,5,Jumbled,3Iron,11,0.733838663,Jumbled
60,5,Jumbled,3Iron,12,0.81142661,Jumbled
60,5,Jumbled,3Iron,13,0.846396923,Jumbled
60,5,Jumbled,3Iron,14,0.689408451,Jumbled
60,5,Jumbled,3Iron,15,0.879258305,Jumbled
60,5,Jumbled,3Iron,19,0.682055652,Jumbled
60,5,Jumbled,3Iron,20,0.703771591,Jumbled
60,5,Jumbled,3Iron,30,0.764003754,Jumbled
60,5,Jumbled,3Iron,31,0.596384436,Jumbled
60,5,Jumbled,3Iron,29,0.683871865,Jumbled
60,5,Jumbled,3Iron,34,0.730841309,Jumbled
60,5,Jumbled,3Iron,35,0.827724099,Jumbled
60,5,Jumbled,3Iron,60,0.72224617,Jumbled
60,5,Jumbled,3Iron,61,0.704133779,Jumbled
60,5,Jumbled,3Iron,62,0.714556992,Jumbled
60,5,Jumbled,3Iron,68,0.764199644,Jumbled
60,5,Jumbled,3Iron,69,0.678986996,Jumbled
60,5,Jumbled,3Iron,70,0.703721881,Jumbled
60,5,Jumbled,3Iron,71,0.685381413,Jumbled
60,5,Jumbled,3Iron,74,0.666454688,Jumbled
60,5,Jumbled,3Iron,23,0.704590291,Jumbled
60,5,Jumbled,3Iron,24,0.675922662,Jumbled
60,5,Jumbled,3Iron,25,0.530977068,Jumbled
60,5,Jumbled,3Iron,26,0.686008126,Jumbled
75,25,Jumbled,3Iron,1,0.788720191,Jumbled
75,25,Jumbled,3Iron,2,0.843090236,Jumbled
75,25,Jumbled,3Iron,3,0.710886657,Jumbled
75,25,Jumbled,3Iron,4,0.715456769,Jumbled
75,25,Jumbled,3Iron,6,0.62368571,Jumbled
75,25,Jumbled,3Iron,8,0.82483381,Jumbled
75,25,Jumbled,3Iron,10,0.63487187,Jumbled
75,25,Jumbled,3Iron,34,0.719020128,Jumbled
75,25,Jumbled,3Iron,35,0.605953723,Jumbled
75,25,Jumbled,3Iron,37,0.679075167,Jumbled
75,25,Jumbled,3Iron,38,0.609993353,Jumbled
75,25,Jumbled,3Iron,35,0.706772536,Jumbled
75,25,Jumbled,3Iron,52,0.779576272,Jumbled
75,25,Jumbled,3Iron,60,0.640151203,Jumbled
75,25,Jumbled,3Iron,62,0.68749097,Jumbled
75,25,Jumbled,3Iron,43,0.550130017,Jumbled
75,25,Jumbled,3Iron,29,0.673734576,Jumbled
75,25,Jumbled,3Iron,67,0.70863834,Jumbled
75,25,Jumbled,3Iron,68,0.632789642,Jumbled
75,25,Jumbled,3Iron,46,0.756392062,Jumbled
75,25,Jumbled,3Iron,47,0.696373045,Jumbled
75,25,Jumbled,3Iron,68,0.60456565,Jumbled
88,17,Ordered,3Iron,1,0.753063112,Interrupted
88,17,Ordered,3Iron,5,0.695959628,Interrupted
88,17,Ordered,3Iron,6,0.613162801,Interrupted
88,17,Ordered,3Iron,8,0.739727348,Interrupted
88,17,Ordered,3Iron,7,0.66070208,Interrupted
88,17,Ordered,3Iron,10,0.655209064,Interrupted
88,17,Ordered,3Iron,11,0.667369157,Interrupted
88,17,Ordered,3Iron,12,0.607480779,Interrupted
88,17,Ordered,3Iron,13,0.65515317,Interrupted
88,17,Ordered,3Iron,15,0.570062384,Interrupted
88,17,Ordered,3Iron,17,0.692858577,Interrupted
88,17,Ordered,3Iron,19,0.65308252,Interrupted
88,17,Ordered,3Iron,20,0.688961729,Interrupted
88,17,Ordered,3Iron,23,0.654630348,Interrupted
88,17,Ordered,3Iron,25,0.678682953,Interrupted
88,17,Ordered,3Iron,26,0.687591344,Interrupted
88,17,Ordered,3Iron,27,0.585454188,Interrupted
88,17,Ordered,3Iron,29,0.624304324,Interrupted
88,17,Ordered,3Iron,30,0.733306229,Interrupted
88,17,Ordered,3Iron,31,0.735540867,Interrupted
88,17,Ordered,3Iron,32,0.72218062,Interrupted
88,17,Ordered,3Iron,33,0.689193428,Interrupted
88,17,Ordered,3Iron,36,0.789423823,Interrupted
88,17,Ordered,3Iron,37,0.724189132,Interrupted
88,17,Ordered,3Iron,38,0.532495558,Interrupted
88,17,Ordered,3Iron,39,0.742603272,Interrupted
88,17,Ordered,3Iron,41,0.778879166,Interrupted
88,17,Ordered,3Iron,42,0.718618363,Interrupted
88,17,Ordered,3Iron,43,0.600681588,Interrupted
88,17,Ordered,3Iron,50,0.529972199,Interrupted
88,17,Ordered,3Iron,51,0.550598435,Interrupted
88,17,Ordered,3Iron,58,0.667758182,Interrupted
88,17,Ordered,3Iron,59,0.636347428,Interrupted
88,17,Ordered,3Iron,61,0.689666361,Interrupted
88,17,Ordered,3Iron,62,0.645630911,Interrupted
88,17,Ordered,3Iron,66,0.71256803,Interrupted
88,17,Ordered,3Iron,67,0.654524744,Interrupted
88,17,Ordered,3Iron,69,0.765269518,Interrupted
88,17,Ordered,3Iron,70,0.543451555,Interrupted
88,17,Ordered,3Iron,74,0.695177659,Interrupted
88,17,Ordered,3Iron,65,0.584977448,Interrupted
94,31,Jumbled,3Iron,1,0.773625195,Jumbled
94,31,Jumbled,3Iron,3,0.776080251,Jumbled
94,31,Jumbled,3Iron,4,0.741793871,Jumbled
94,31,Jumbled,3Iron,5,0.687431514,Jumbled
94,31,Jumbled,3Iron,6,0.693204552,Jumbled
94,31,Jumbled,3Iron,7,0.766220778,Jumbled
94,31,Jumbled,3Iron,10,0.665241301,Jumbled
94,31,Jumbled,3Iron,63,0.71163249,Jumbled
94,31,Jumbled,3Iron,29,0.605193064,Jumbled
94,31,Jumbled,3Iron,30,0.736942098,Jumbled
94,31,Jumbled,3Iron,31,0.71789369,Jumbled
94,31,Jumbled,3Iron,34,0.749258548,Jumbled
94,31,Jumbled,3Iron,33,0.680957884,Jumbled
94,31,Jumbled,3Iron,36,0.659032494,Jumbled
94,31,Jumbled,3Iron,37,0.792928159,Jumbled
94,31,Jumbled,3Iron,38,0.69255203,Jumbled
94,31,Jumbled,3Iron,45,0.856004953,Jumbled
94,31,Jumbled,3Iron,46,0.73812212,Jumbled
94,31,Jumbled,3Iron,41,0.683806062,Jumbled
94,31,Jumbled,3Iron,39,0.756263584,Jumbled
94,31,Jumbled,3Iron,41,0.725942999,Jumbled
94,31,Jumbled,3Iron,42,0.766123474,Jumbled
94,31,Jumbled,3Iron,65,0.567313507,Jumbled
94,31,Jumbled,3Iron,13,0.807910264,Jumbled
94,31,Jumbled,3Iron,15,0.632056922,Jumbled
94,31,Jumbled,3Iron,18,0.837360591,Jumbled
94,31,Jumbled,3Iron,19,0.691173106,Jumbled
94,31,Jumbled,3Iron,20,0.792996764,Jumbled
94,31,Jumbled,3Iron,66,0.640533775,Jumbled
94,31,Jumbled,3Iron,68,0.609883994,Jumbled
94,31,Jumbled,3Iron,69,0.590053543,Jumbled
94,31,Jumbled,3Iron,70,0.638323307,Jumbled
94,31,Jumbled,3Iron,58,0.824254155,Jumbled
94,31,Jumbled,3Iron,59,0.856108278,Jumbled
94,31,Jumbled,3Iron,60,0.817825258,Jumbled
94,31,Jumbled,3Iron,61,0.798676401,Jumbled
94,31,Jumbled,3Iron,62,0.815510482,Jumbled
94,31,Jumbled,3Iron,74,0.756631732,Jumbled
69,14,Full,3Iron,1,0.771126151,Uninterrupted
69,14,Full,3Iron,2,0.740756989,Uninterrupted
69,14,Full,3Iron,3,0.718386173,Uninterrupted
69,14,Full,3Iron,4,0.701319426,Uninterrupted
69,14,Full,3Iron,5,0.570452332,Uninterrupted
69,14,Full,3Iron,6,0.705348805,Uninterrupted
69,14,Full,3Iron,7,0.73439604,Uninterrupted
69,14,Full,3Iron,10,0.655209064,Uninterrupted
69,14,Full,3Iron,12,0.638494074,Uninterrupted
69,14,Full,3Iron,13,0.755855322,Uninterrupted
69,14,Full,3Iron,15,0.571494192,Uninterrupted
69,14,Full,3Iron,19,0.709102243,Uninterrupted
69,14,Full,3Iron,22,0.615429401,Uninterrupted
69,14,Full,3Iron,23,0.642001435,Uninterrupted
69,14,Full,3Iron,24,0.581705838,Uninterrupted
69,14,Full,3Iron,25,0.563250974,Uninterrupted
69,14,Full,3Iron,26,0.694610566,Uninterrupted
69,14,Full,3Iron,29,0.726851702,Uninterrupted
69,14,Full,3Iron,31,0.693948969,Uninterrupted
69,14,Full,3Iron,38,0.637199417,Uninterrupted
69,14,Full,3Iron,34,0.576003134,Uninterrupted
69,14,Full,3Iron,35,0.568991676,Uninterrupted
69,14,Full,3Iron,36,0.711957514,Uninterrupted
69,14,Full,3Iron,41,0.696569741,Uninterrupted
69,14,Full,3Iron,39,0.767699659,Uninterrupted
69,14,Full,3Iron,41,0.751610637,Uninterrupted
69,14,Full,3Iron,42,0.713516861,Uninterrupted
69,14,Full,3Iron,45,0.838500917,Uninterrupted
69,14,Full,3Iron,46,0.848277211,Uninterrupted
69,14,Full,3Iron,49,0.657326952,Uninterrupted
69,14,Full,3Iron,52,0.723408416,Uninterrupted
69,14,Full,3Iron,51,0.649803698,Uninterrupted
69,14,Full,3Iron,57,0.638342187,Uninterrupted
69,14,Full,3Iron,58,0.69303602,Uninterrupted
69,14,Full,3Iron,62,0.644071728,Uninterrupted
69,14,Full,3Iron,66,0.637908459,Uninterrupted
69,14,Full,3Iron,68,0.630832076,Uninterrupted
69,14,Full,3Iron,69,0.786124945,Uninterrupted
69,14,Full,3Iron,70,0.627664849,Uninterrupted
69,14,Full,3Iron,71,0.691866815,Uninterrupted
69,14,Full,3Iron,74,0.689221919,Uninterrupted
19,9,Full,3Iron,1,0.787181437,Uninterrupted
19,9,Full,3Iron,2,0.740756989,Uninterrupted
19,9,Full,3Iron,3,0.697138205,Uninterrupted
19,9,Full,3Iron,4,0.72381863,Uninterrupted
19,9,Full,3Iron,5,0.649031103,Uninterrupted
19,9,Full,3Iron,6,0.573535159,Uninterrupted
19,9,Full,3Iron,7,0.736235172,Uninterrupted
19,9,Full,3Iron,10,0.626426935,Uninterrupted
19,9,Full,3Iron,12,0.562266681,Uninterrupted
19,9,Full,3Iron,32,0.665366828,Uninterrupted
19,9,Full,3Iron,22,0.706968263,Uninterrupted
19,9,Full,3Iron,25,0.588066563,Uninterrupted
19,9,Full,3Iron,26,0.63827461,Uninterrupted
19,9,Full,3Iron,29,0.608395539,Uninterrupted
19,9,Full,3Iron,37,0.724189132,Uninterrupted
19,9,Full,3Iron,38,0.700818226,Uninterrupted
19,9,Full,3Iron,35,0.602256507,Uninterrupted
19,9,Full,3Iron,41,0.708246112,Uninterrupted
19,9,Full,3Iron,39,0.706864059,Uninterrupted
19,9,Full,3Iron,41,0.675822109,Uninterrupted
19,9,Full,3Iron,42,0.666717649,Uninterrupted
19,9,Full,3Iron,49,0.590885893,Uninterrupted
19,9,Full,3Iron,68,0.629936874,Uninterrupted
19,9,Full,3Iron,69,0.738134146,Uninterrupted
19,9,Full,3Iron,70,0.630194023,Uninterrupted
19,9,Full,3Iron,71,0.707685441,Uninterrupted
19,9,Full,3Iron,49,0.636189669,Uninterrupted
19,9,Full,3Iron,63,0.695017114,Uninterrupted
19,9,Full,3Iron,44,0.77270475,Uninterrupted
19,9,Full,3Iron,45,0.70362936,Uninterrupted
19,9,Full,3Iron,74,0.526343998,Uninterrupted
19,9,Full,3Iron,66,0.557612367,Uninterrupted
19,9,Full,3Iron,52,0.718202084,Uninterrupted
19,9,Full,3Iron,59,0.622361332,Uninterrupted
19,9,Full,3Iron,60,0.496077199,Uninterrupted
19,9,Full,3Iron,61,0.673996463,Uninterrupted
19,9,Full,3Iron,62,0.703248233,Uninterrupted
19,9,Full,3Iron,74,0.671470076,Uninterrupted
47,1,Ordered,3Iron,1,0.775174886,Interrupted
47,1,Ordered,3Iron,2,0.761383384,Interrupted
47,1,Ordered,3Iron,3,0.816679865,Interrupted
47,1,Ordered,3Iron,4,0.743039787,Interrupted
47,1,Ordered,3Iron,5,0.652411997,Interrupted
47,1,Ordered,3Iron,6,0.74408479,Interrupted
47,1,Ordered,3Iron,7,0.764410466,Interrupted
47,1,Ordered,3Iron,8,0.752296567,Interrupted
47,1,Ordered,3Iron,9,0.707896799,Interrupted
47,1,Ordered,3Iron,10,0.748184502,Interrupted
47,1,Ordered,3Iron,11,0.661825061,Interrupted
47,1,Ordered,3Iron,12,0.633416042,Interrupted
47,1,Ordered,3Iron,13,0.770895571,Interrupted
47,1,Ordered,3Iron,14,0.623613685,Interrupted
47,1,Ordered,3Iron,15,0.596331179,Interrupted
47,1,Ordered,3Iron,17,0.782808244,Interrupted
47,1,Ordered,3Iron,19,0.597900271,Interrupted
47,1,Ordered,3Iron,20,0.64309594,Interrupted
47,1,Ordered,3Iron,22,0.611846402,Interrupted
47,1,Ordered,3Iron,25,0.648378521,Interrupted
47,1,Ordered,3Iron,26,0.681108013,Interrupted
47,1,Ordered,3Iron,27,0.618928447,Interrupted
47,1,Ordered,3Iron,28,0.622554868,Interrupted
47,1,Ordered,3Iron,29,0.740432978,Interrupted
47,1,Ordered,3Iron,30,0.611655757,Interrupted
47,1,Ordered,3Iron,31,0.720991388,Interrupted
47,1,Ordered,3Iron,34,0.658138901,Interrupted
47,1,Ordered,3Iron,35,0.591208085,Interrupted
47,1,Ordered,3Iron,36,0.788712025,Interrupted
47,1,Ordered,3Iron,37,0.667858601,Interrupted
47,1,Ordered,3Iron,38,0.695635498,Interrupted
47,1,Ordered,3Iron,41,0.704939172,Interrupted
47,1,Ordered,3Iron,40,0.656558126,Interrupted
47,1,Ordered,3Iron,39,0.664505705,Interrupted
47,1,Ordered,3Iron,41,0.673653409,Interrupted
47,1,Ordered,3Iron,42,0.691231713,Interrupted
47,1,Ordered,3Iron,49,0.528187223,Interrupted
47,1,Ordered,3Iron,50,0.442534171,Interrupted
47,1,Ordered,3Iron,52,0.80258739,Interrupted
47,1,Ordered,3Iron,51,0.62285538,Interrupted
47,1,Ordered,3Iron,55,0.84181124,Interrupted
47,1,Ordered,3Iron,56,0.704102874,Interrupted
47,1,Ordered,3Iron,58,0.713559672,Interrupted
47,1,Ordered,3Iron,63,0.659456789,Interrupted
47,1,Ordered,3Iron,64,0.536249802,Interrupted
47,1,Ordered,3Iron,65,0.628043756,Interrupted
47,1,Ordered,3Iron,44,0.63035813,Interrupted
47,1,Ordered,3Iron,45,0.816308439,Interrupted
47,1,Ordered,3Iron,46,0.588904455,Interrupted
47,1,Ordered,3Iron,47,0.639164075,Interrupted
47,1,Ordered,3Iron,49,0.651996166,Interrupted
47,1,Ordered,3Iron,50,0.484784696,Interrupted
47,1,Ordered,3Iron,51,0.622087151,Interrupted
47,1,Ordered,3Iron,67,0.660455242,Interrupted
47,1,Ordered,3Iron,68,0.474148013,Interrupted
47,1,Ordered,3Iron,69,0.705783963,Interrupted
47,1,Ordered,3Iron,70,0.534513082,Interrupted
47,1,Ordered,3Iron,71,0.525935857,Interrupted
47,1,Ordered,3Iron,74,0.631898031,Interrupted
47,1,Ordered,3Iron,73,0.78251183,Interrupted
47,1,Ordered,3Iron,62,0.686860651,Interrupted
37,15,Full,3Iron,1,0.866958976,Uninterrupted
37,15,Full,3Iron,2,0.806524038,Uninterrupted
37,15,Full,3Iron,3,0.556832343,Uninterrupted
37,15,Full,3Iron,5,0.772517085,Uninterrupted
37,15,Full,3Iron,6,0.694701165,Uninterrupted
37,15,Full,3Iron,7,0.604356691,Uninterrupted
37,15,Full,3Iron,10,0.613598213,Uninterrupted
37,15,Full,3Iron,12,0.733223647,Uninterrupted
37,15,Full,3Iron,13,0.831017911,Uninterrupted
37,15,Full,3Iron,14,0.784276903,Uninterrupted
37,15,Full,3Iron,15,0.599343434,Uninterrupted
37,15,Full,3Iron,17,0.696852162,Uninterrupted
37,15,Full,3Iron,19,0.708039746,Uninterrupted
37,15,Full,3Iron,20,0.646034569,Uninterrupted
37,15,Full,3Iron,22,0.644649446,Uninterrupted
37,15,Full,3Iron,23,0.859322965,Uninterrupted
37,15,Full,3Iron,24,0.530525681,Uninterrupted
37,15,Full,3Iron,25,0.642177433,Uninterrupted
37,15,Full,3Iron,26,0.746188164,Uninterrupted
37,15,Full,3Iron,27,0.643410429,Uninterrupted
37,15,Full,3Iron,29,0.735495746,Uninterrupted
37,15,Full,3Iron,30,0.665367976,Uninterrupted
37,15,Full,3Iron,31,0.650283143,Uninterrupted
37,15,Full,3Iron,34,0.551638648,Uninterrupted
37,15,Full,3Iron,35,0.741501361,Uninterrupted
37,15,Full,3Iron,37,0.674311876,Uninterrupted
37,15,Full,3Iron,38,0.696633309,Uninterrupted
37,15,Full,3Iron,39,0.68430692,Uninterrupted
37,15,Full,3Iron,41,0.54856883,Uninterrupted
37,15,Full,3Iron,42,0.673901886,Uninterrupted
37,15,Full,3Iron,65,0.554376356,Uninterrupted
37,15,Full,3Iron,49,0.557903685,Uninterrupted
37,15,Full,3Iron,50,0.493445835,Uninterrupted
37,15,Full,3Iron,51,0.709877342,Uninterrupted
37,15,Full,3Iron,52,0.695018783,Uninterrupted
37,15,Full,3Iron,58,0.682797015,Uninterrupted
37,15,Full,3Iron,63,0.722952574,Uninterrupted
37,15,Full,3Iron,55,0.771120727,Uninterrupted
37,15,Full,3Iron,59,0.661531225,Uninterrupted
37,15,Full,3Iron,61,0.630801231,Uninterrupted
37,15,Full,3Iron,62,0.697853744,Uninterrupted
37,15,Full,3Iron,66,0.631466582,Uninterrupted
37,15,Full,3Iron,68,0.538762569,Uninterrupted
37,15,Full,3Iron,69,0.812995613,Uninterrupted
37,15,Full,3Iron,70,0.630194023,Uninterrupted
37,15,Full,3Iron,71,0.676891118,Uninterrupted
37,15,Full,3Iron,74,0.78738448,Uninterrupted
8,5,Ordered,3Iron,1,0.856204659,Interrupted
8,5,Ordered,3Iron,2,0.914246529,Interrupted
8,5,Ordered,3Iron,3,0.799785942,Interrupted
8,5,Ordered,3Iron,4,0.802783132,Interrupted
8,5,Ordered,3Iron,5,0.767320573,Interrupted
8,5,Ordered,3Iron,6,0.705132008,Interrupted
8,5,Ordered,3Iron,9,0.79167071,Interrupted
8,5,Ordered,3Iron,10,0.823267281,Interrupted
8,5,Ordered,3Iron,11,0.766330272,Interrupted
8,5,Ordered,3Iron,12,0.757033139,Interrupted
8,5,Ordered,3Iron,19,0.746700406,Interrupted
8,5,Ordered,3Iron,20,0.762182713,Interrupted
8,5,Ordered,3Iron,22,0.659445137,Interrupted
8,5,Ordered,3Iron,25,0.60866791,Interrupted
8,5,Ordered,3Iron,26,0.77993536,Interrupted
8,5,Ordered,3Iron,27,0.748269409,Interrupted
8,5,Ordered,3Iron,31,0.682881117,Interrupted
8,5,Ordered,3Iron,36,0.784201503,Interrupted
8,5,Ordered,3Iron,38,0.748161271,Interrupted
8,5,Ordered,3Iron,34,0.661393613,Interrupted
8,5,Ordered,3Iron,42,0.681043237,Interrupted
8,5,Ordered,3Iron,43,0.791777849,Interrupted
8,5,Ordered,3Iron,49,0.669203117,Interrupted
8,5,Ordered,3Iron,50,0.679623842,Interrupted
8,5,Ordered,3Iron,67,0.679314375,Interrupted
